AcresBurned,Counties,Started,Started_Date,Started_Hour
105.0,"Los Angeles, CA",2019-08-13T14:37:54Z,2019-08-13,14
103.0,"Modoc, CA",2019-08-02T16:53:18Z,2019-08-02,16
100.0,"Santa Barbara, CA",2019-07-28T22:39:05Z,2019-07-28,22
100.0,"San Diego, CA",2019-07-12T13:20:39Z,2019-07-12,13
98.0,"Riverside, CA",2019-09-21T17:22:00Z,2019-09-21,17
97.0,"San Diego, CA",2019-10-25T10:52:04Z,2019-10-25,10
96.0,"Riverside, CA",2019-07-13T10:36:00Z,2019-07-13,10
95.0,"San Luis Obispo, CA",2019-07-24T20:09:59Z,2019-07-24,20
94.0,"Riverside, CA",2019-08-05T15:36:23Z,2019-08-05,15
91.0,"Ventura, CA",2019-10-10T21:28:58Z,2019-10-10,21
91.0,"Siskiyou, CA",2019-09-15T15:52:00Z,2019-09-15,15
90.0,"San Joaquin, CA",2019-07-16T18:44:15Z,2019-07-16,18
90.0,"Shasta, CA",2019-06-26T15:35:00Z,2019-06-26,15
85.0,"El Dorado, CA",2019-09-03T14:57:31Z,2019-09-03,14
84.0,"Sacramento, CA",2019-08-02T09:23:00Z,2019-08-02,09
83.0,"Tuolumne, CA",2019-09-23T15:55:57Z,2019-09-23,15
83.0,"Siskiyou, CA",2019-07-27T10:15:00Z,2019-07-27,10
81.0,"Solano, CA",2019-08-13T15:41:24Z,2019-08-13,15
81.0,"San Bernardino, CA",2019-07-22T19:45:27Z,2019-07-22,19
81.0,"Riverside, CA",2019-07-16T13:45:43Z,2019-07-16,13
80.0,"Butte, CA",2019-10-24T14:43:10Z,2019-10-24,14
80.0,"Riverside, CA",2019-08-25T10:58:28Z,2019-08-25,10
80.0,"San Diego, CA",2019-08-15T16:24:24Z,2019-08-15,16
80.0,"Santa Clara, CA",2019-07-24T20:01:44Z,2019-07-24,20
80.0,"Riverside, CA",2019-07-12T17:15:31Z,2019-07-12,17
80.0,"Yuba, CA",2019-06-25T13:51:09Z,2019-06-25,13
80.0,"Yuba, CA",2019-06-24T11:57:00Z,2019-06-24,11
75.0,"Lake, CA",2019-11-05T06:52:14Z,2019-11-05,06
74.0,"Santa Clara, CA",2019-07-02T16:10:02Z,2019-07-02,16
70.0,"Yuba, CA",2019-06-08T13:07:00Z,2019-06-08,13
68.0,"Tehama, CA",2019-10-09T08:31:40Z,2019-10-09,08
67.0,"Marin, CA",2019-10-24T12:15:33Z,2019-10-24,12
67.0,"Calaveras, CA",2019-09-22T18:25:56Z,2019-09-22,18
66.0,"Monterey, CA",2019-09-01T16:35:55Z,2019-09-01,16
65.0,"Placer, CA",2019-05-10T14:14:00Z,2019-05-10,14
64.0,"Napa, CA",2019-07-22T15:05:34Z,2019-07-22,15
63.0,"Glenn, CA",2019-10-04T12:03:48Z,2019-10-04,12
63.0,"Tehama, CA",2019-05-20T10:57:00Z,2019-05-20,10
60.0,"Santa Clara, CA",2019-08-15T13:44:02Z,2019-08-15,13
58.0,"Butte, CA",2019-09-06T15:18:52Z,2019-09-06,15
58.0,"Contra Costa, CA",2019-08-07T15:13:52Z,2019-08-07,15
55.0,"Lassen, CA",2019-10-13T14:45:37Z,2019-10-13,14
55.0,"Riverside, CA",2019-05-29T21:06:00Z,2019-05-29,21
53.0,"Lake, CA",2019-09-07T14:00:00Z,2019-09-07,14
52.0,"San Luis Obispo, CA",2019-10-01T22:35:52Z,2019-10-01,22
52.0,"San Diego, CA",2019-09-25T14:17:25Z,2019-09-25,14
50.0,"San Diego, CA",2019-10-31T06:39:56Z,2019-10-31,06
50.0,"Contra Costa, CA",2019-10-27T17:36:15Z,2019-10-27,17
50.0,"Sacramento, CA",2019-08-02T14:45:00Z,2019-08-02,14
50.0,"Napa, CA",2019-06-08T14:37:00Z,2019-06-08,14
50.0,"Butte, CA",2019-05-01T16:46:00Z,2019-05-01,16
47.0,"Santa Clara, CA",2019-07-15T11:12:00Z,2019-07-15,11
47.0,"Tulare, CA",2019-06-10T17:51:00Z,2019-06-10,17
46.0,"Shasta, CA",2019-08-12T14:16:53Z,2019-08-12,14
46.0,"Tehama, CA",2019-06-22T03:12:00Z,2019-06-22,03
45.0,"Riverside, CA",2019-05-30T12:41:00Z,2019-05-30,12
44.0,"San Joaquin, CA",2019-09-05T14:33:01Z,2019-09-05,14
43.0,"Monterey, CA",2019-06-12T17:23:00Z,2019-06-12,17
42.0,"Los Angeles, CA",2019-10-21T11:52:52Z,2019-10-21,11
42.0,"Shasta, CA",2019-10-10T15:49:07Z,2019-10-10,15
38.0,"Yuba, CA",2019-07-06T20:21:25Z,2019-07-06,20
35.0,"Santa Clara, CA",2019-08-25T13:06:49Z,2019-08-25,13
35.0,"El Dorado, CA",2019-08-15T17:47:43Z,2019-08-15,17
35.0,"Siskiyou, CA",2019-07-27T10:15:00Z,2019-07-27,10
35.0,"Santa Clara, CA",2019-06-10T15:16:00Z,2019-06-10,15
34.0,"Riverside, CA",2019-09-12T20:30:41Z,2019-09-12,20
34.0,"Riverside, CA",2019-08-22T19:31:10Z,2019-08-22,19
33.0,"Yolo, CA",2019-08-10T18:47:02Z,2019-08-10,18
33.0,"Tulare, CA",2019-06-03T12:18:00Z,2019-06-03,12
30.0,"San Luis Obispo, CA",2019-10-11T12:30:19Z,2019-10-11,12
30.0,"Solano, CA",2019-09-26T15:29:06Z,2019-09-26,15
30.0,"Shasta, CA",2019-08-04T17:18:21Z,2019-08-04,17
30.0,"Shasta, CA",2019-07-05T14:46:33Z,2019-07-05,14
30.0,"Alameda, CA",2019-06-21T14:42:00Z,2019-06-21,14
30.0,"Riverside, CA",2019-04-09T22:18:00Z,2019-04-09,22
30.0,"Humboldt, CA",2019-01-01T14:14:00Z,2019-01-01,14
29.0,"Santa Clara, CA",2019-10-07T09:58:51.763Z,2019-10-07,09
29.0,"Kern, CA",2019-08-05T13:56:02Z,2019-08-05,13
28.0,"Lake, CA",2019-09-04T16:26:00Z,2019-09-04,16
28.0,"San Diego, CA",2019-06-29T11:11:55Z,2019-06-29,11
27.0,"Placer, CA",2019-06-07T12:59:00Z,2019-06-07,12
26.0,"Riverside, CA",2019-05-20T13:50:00Z,2019-05-20,13
25.0,"Lake, CA",2019-10-17T20:06:00Z,2019-10-17,20
25.0,"Fresno, CA",2019-09-30T17:39:00Z,2019-09-30,17
25.0,"San Diego, CA",2019-08-25T16:15:15Z,2019-08-25,16
25.0,"Alameda, CA",2019-07-05T09:46:01.973Z,2019-07-05,09
25.0,"Tulare, CA",2019-06-03T12:18:00Z,2019-06-03,12
24.0,"Contra Costa, CA",2019-07-05T13:33:56Z,2019-07-05,13
24.0,"Solano, CA",2019-06-07T12:59:00Z,2019-06-07,12
23.0,"Contra Costa, CA",2019-06-06T14:24:00Z,2019-06-06,14
22.0,"San Diego, CA",2019-05-13T18:46:00Z,2019-05-13,18
21.0,"Tuolumne, CA",2019-08-08T16:16:40Z,2019-08-08,16
20.0,"Colusa, CA",2019-08-14T12:52:00Z,2019-08-14,12
20.0,"Riverside, CA",2019-08-12T10:53:10Z,2019-08-12,10
20.0,"Lake, CA",2019-08-08T14:55:59Z,2019-08-08,14
20.0,"Riverside, CA",2019-07-11T16:27:17Z,2019-07-11,16
20.0,"Riverside, CA",2019-06-27T16:14:25Z,2019-06-27,16
19.0,"Riverside, CA",2019-11-01T13:04:34Z,2019-11-01,13
19.0,"Riverside, CA",2019-09-30T07:07:00Z,2019-09-30,07
19.0,"Alameda, CA",2019-08-31T12:55:15Z,2019-08-31,12
18.0,"Stanislaus, CA",2019-10-03T13:36:04Z,2019-10-03,13
17.0,"San Benito, CA",2019-09-04T20:33:59Z,2019-09-04,20
17.0,"Santa Clara, CA",2019-06-26T18:06:54Z,2019-06-26,18
17.0,"Butte, CA",2019-06-15T15:29:00Z,2019-06-15,15
17.0,"Siskiyou, CA",2019-06-14T16:14:00Z,2019-06-14,16
16.0,"Shasta, CA",2019-09-24T08:40:45Z,2019-09-24,08
16.0,"El Dorado, CA",2019-08-14T16:07:49Z,2019-08-14,16
15.0,"Siskiyou, CA",2019-09-07T18:19:16Z,2019-09-07,18
15.0,"San Bernardino, CA",2019-09-02T20:27:29Z,2019-09-02,20
15.0,"San Diego, CA",2019-06-10T14:25:00Z,2019-06-10,14
13.0,"El Dorado, CA",2019-07-30T19:27:46Z,2019-07-30,19
12.0,"Alameda, CA",2019-10-08T17:25:12Z,2019-10-08,17
12.0,"Butte, CA",2019-06-29T22:07:59Z,2019-06-29,22
11.0,"San Bernardino, CA",2019-10-21T08:16:33Z,2019-10-21,08
11.0,"Tehama, CA",2019-10-07T11:03:29.963Z,2019-10-07,11
11.0,"Stanislaus, CA",2019-09-13T20:00:29Z,2019-09-13,20
11.0,"Alameda, CA",2019-09-02T14:36:35Z,2019-09-02,14
10.0,"San Diego, CA",2019-10-15T17:41:57Z,2019-10-15,17
10.0,"Tehama, CA",2019-10-09T09:52:52.477Z,2019-10-09,09
10.0,"Amador, CA",2019-09-25T13:13:41Z,2019-09-25,13
10.0,"Riverside, CA",2019-09-10T10:43:58Z,2019-09-10,10
10.0,"Butte, CA",2019-07-23T14:41:00Z,2019-07-23,14
10.0,"Siskiyou, CA",2019-06-16T20:33:00Z,2019-06-16,20
10.0,"Butte, CA",2019-04-30T12:20:00Z,2019-04-30,12
9.0,"Riverside, CA",2019-10-10T12:08:00Z,2019-10-10,12
