AcresBurned,Counties,Started,Started_Date,Started_Hour,temperature,relative_humidity,wind_speed,wind_direction,total_precipitation,volumetric_soil_water_layer_1,Fire
380.0,"San Diego, CA",2014-05-14T13:00:00Z,2014-05-14,13.0,20.06,0.27,3.31,63.94,0.0,0.03,1
350.0,"Riverside, CA",2014-03-15T16:37:00Z,2014-03-15,16.0,11.75,0.71,7.16,271.69,0.0,0.25,1
333.0,"Humboldt, CA",2014-01-04T12:00:00Z,2014-01-04,12.0,-26.49,0.72,6.07,316.18,0.0,0.25,1
320.0,"Madera, CA",2014-09-14T13:36:00Z,2014-09-14,13.0,20.63,0.5,2.4,310.13,0.0,0.11,1
311.0,"Mariposa, CA",2014-10-07T15:05:00Z,2014-10-07,15.0,18.6,0.35,2.32,45.46,0.0,0.04,1
300.0,"Mariposa, CA",2014-09-05T12:39:00Z,2014-09-05,12.0,17.76,0.64,0.18,132.89,0.0,0.05,1
300.0,"Merced, CA",2014-07-24T12:06:00Z,2014-07-24,12.0,19.29,0.67,2.33,297.71,0.0,0.13,1
274.0,"Los Angeles, CA",2014-08-17T14:30:00Z,2014-08-17,14.0,20.27,0.56,1.14,123.29,0.0,0.05,1
269.0,"Tuolumne, CA",2014-06-05T13:04:00Z,2014-06-05,13.0,11.9,0.43,2.42,66.38,0.0,0.2,1
225.0,"Tehama, CA",2014-06-13T12:23:00Z,2014-06-13,12.0,15.48,0.31,1.75,335.88,0.0,0.09,1
217.0,"San Diego, CA",2014-07-03T10:43:00Z,2014-07-03,10.0,17.78,0.9,1.07,257.55,0.0,0.05,1
210.0,"Humboldt, CA",2014-09-12T15:00:00Z,2014-09-12,15.0,8.89,0.55,5.03,208.02,0.0,0.3,1
190.0,"Los Angeles, CA",2014-08-14T12:48:00Z,2014-08-14,12.0,17.74,0.84,0.29,203.02,0.0,0.05,1
175.0,"Lake, CA",2014-05-25T12:20:00Z,2014-05-25,12.0,12.23,0.86,1.34,308.37,0.0,0.37,1
143.0,"Shasta, CA",2014-07-09T13:45:00Z,2014-07-09,13.0,23.16,0.42,0.93,351.16,0.0,0.23,1
130.0,"Mariposa, CA",2014-06-10T15:11:00Z,2014-06-10,15.0,19.53,0.56,1.55,174.58,0.0,0.06,1
125.0,"Santa Clara, CA",2014-06-30T14:10:00Z,2014-06-30,14.0,28.87,0.27,2.66,260.8,0.0,0.17,1
125.0,"San Diego, CA",2014-03-08T12:30:00Z,2014-03-08,12.0,13.22,0.83,1.83,42.72,0.0,0.12,1
120.0,"Calaveras, CA",2014-06-20T15:27:00Z,2014-06-20,15.0,27.54,0.73,2.09,294.58,0.0,0.16,1
120.0,"Placer, CA",2014-01-22T13:10:00Z,2014-01-22,13.0,-1.38,0.58,3.36,68.77,0.0,0.35,1
113.0,"Inyo, CA",2014-04-19T15:54:00Z,2014-04-19,15.0,16.01,0.34,0.74,263.53,0.0,0.0,1
106.0,"Fresno, CA",2014-01-25T06:37:00Z,2014-01-25,6.0,12.75,0.31,1.22,74.95,0.0,0.11,1
105.0,"San Diego, CA",2014-05-14T12:12:00Z,2014-05-14,12.0,19.79,0.3,2.95,70.43,0.0,0.03,1
101.0,"Modoc, CA",2014-08-12T15:00:00Z,2014-08-12,15.0,16.31,0.47,2.92,114.91,0.0,0.07,1
100.0,"Lake, CA",2014-09-03T16:03:00Z,2014-09-03,16.0,25.32,0.41,3.17,325.99,0.0,0.22,1
100.0,"Riverside, CA",2014-09-01T14:03:00Z,2014-09-01,14.0,19.61,0.77,3.73,280.34,0.03,0.24,1
94.0,"El Dorado, CA",2014-09-14T09:15:00Z,2014-09-14,9.0,24.85,0.62,2.23,288.35,0.0,0.03,1
90.0,"Mariposa, CA",2014-06-06T17:29:00Z,2014-06-06,17.0,21.26,0.49,2.22,193.86,0.0,0.06,1
85.0,"Calaveras, CA",2014-06-22T12:37:00Z,2014-06-22,12.0,25.87,0.85,3.29,248.93,0.0,0.16,1
80.0,"Santa Clara, CA",2014-08-28T15:10:00Z,2014-08-28,15.0,33.67,0.2,3.63,273.34,0.0,0.12,1
80.0,"Contra Costa, CA",2014-07-11T21:57:00Z,2014-07-11,21.0,24.35,0.47,4.94,242.66,0.0,0.14,1
79.0,"Mariposa, CA",2014-09-07T16:46:00Z,2014-09-07,16.0,27.91,0.35,0.23,239.67,0.0,0.05,1
78.0,"Riverside, CA",2014-07-23T10:47:00Z,2014-07-23,10.0,21.29,0.68,4.56,50.52,0.0,0.17,1
75.0,"Shasta, CA",2014-07-05T18:44:00Z,2014-07-05,18.0,29.84,0.14,1.57,183.69,0.0,0.22,1
75.0,"Monterey, CA",2014-04-30T14:25:00Z,2014-04-30,14.0,14.99,0.59,3.83,110.14,0.0,0.08,1
72.0,"Butte, CA",2014-07-14T18:00:00Z,2014-07-14,18.0,35.59,0.2,1.67,258.42,0.0,0.17,1
70.0,"Tuolumne, CA",2014-09-04T11:51:00Z,2014-09-04,11.0,14.57,0.64,2.89,61.22,0.0,0.14,1
70.0,"Kern, CA",2014-07-01T18:15:00Z,2014-07-01,18.0,23.7,0.56,2.05,199.36,0.0,0.08,1
70.0,"Solano, CA",2014-06-12T14:29:00Z,2014-06-12,14.0,17.62,0.65,0.58,170.8,0.0,0.05,1
65.0,"Inyo, CA",2014-09-16T19:07:00Z,2014-09-16,19.0,33.1,0.18,1.55,114.32,0.0,0.0,1
62.0,"Mendocino, CA",2014-09-21T16:13:00Z,2014-09-21,16.0,16.53,0.85,1.68,206.86,0.01,0.13,1
60.0,"Butte, CA",2014-01-01T10:46:00Z,2014-01-01,10.0,1.35,0.56,3.52,52.32,0.0,0.24,1
57.0,"Riverside, CA",2014-03-28T14:31:00Z,2014-03-28,14.0,8.36,0.77,5.68,92.93,1.19,0.31,1
56.0,"San Diego, CA",2014-05-14T17:43:00Z,2014-05-14,17.0,27.96,0.14,2.85,8.65,0.0,0.03,1
50.0,"Shasta, CA",2014-05-14T14:00:00Z,2014-05-14,14.0,13.85,0.43,2.53,356.73,0.0,0.26,1
48.0,"San Bernardino, CA",2014-10-16T14:34:00Z,2014-10-16,14.0,12.37,0.79,0.61,144.34,0.01,0.06,1
47.0,"San Luis Obispo, CA",2014-07-07T16:12:00Z,2014-07-07,16.0,19.52,0.5,1.33,235.65,0.0,0.12,1
40.0,"Fresno, CA",2014-06-09T15:15:00Z,2014-06-09,15.0,27.38,0.22,0.73,311.05,0.0,0.13,1
37.0,"Humboldt, CA",2014-08-01T15:47:00Z,2014-08-01,15.0,23.05,0.65,2.47,8.04,0.0,0.28,1
37.0,"Stanislaus, CA",2014-05-27T11:23:00Z,2014-05-27,11.0,17.97,0.34,1.9,292.43,0.0,0.12,1
31.0,"Riverside, CA",2014-06-06T17:32:00Z,2014-06-06,17.0,20.52,0.54,6.23,107.55,0.0,0.26,1
30.0,"Siskiyou, CA",2014-07-29T13:00:00Z,2014-07-29,13.0,14.92,0.49,1.25,139.22,0.0,0.15,1
30.0,"El Dorado, CA",2014-07-09T14:34:00Z,2014-07-09,14.0,27.04,0.41,6.26,313.17,0.0,0.04,1
29.0,"San Diego, CA",2014-05-05T16:36:00Z,2014-05-05,16.0,16.25,0.7,2.86,211.15,0.0,0.03,1
27.0,"Napa, CA",2014-09-11T15:14:00Z,2014-09-11,15.0,15.3,0.74,1.05,277.39,0.0,0.13,1
25.0,"Ventura, CA",2014-09-29T19:35:00Z,2014-09-29,19.0,21.18,0.73,1.41,289.86,0.59,0.43,1
25.0,"Shasta, CA",2014-08-29T12:21:00Z,2014-08-29,12.0,18.23,0.51,1.17,347.49,0.0,0.25,1
25.0,"Fresno, CA",2014-06-11T07:30:00Z,2014-06-11,7.0,27.23,0.26,2.66,296.23,0.0,0.12,1
20.0,"El Dorado, CA",2014-09-25T18:00:00Z,2014-09-25,18.0,22.67,0.62,5.43,320.76,0.0,0.05,1
20.0,"San Diego, CA",2014-08-16T16:22:00Z,2014-08-16,16.0,23.73,0.69,2.31,306.76,0.0,0.04,1
18.0,"Humboldt, CA",2014-01-03T10:30:00Z,2014-01-03,10.0,-8.39,0.93,2.55,28.04,0.22,0.25,1
15.0,"Trinity, CA",2014-07-01T03:45:00Z,2014-07-01,3.0,28.07,0.72,5.63,201.87,0.0,0.34,1
14.0,"Placer, CA",2014-07-21T14:49:00Z,2014-07-21,14.0,15.7,0.95,1.37,58.58,0.0,0.25,1
14.0,"Riverside, CA",2014-06-04T15:18:00Z,2014-06-04,15.0,10.77,0.87,6.83,272.54,0.69,0.31,1
10.0,"Madera, CA",2014-08-26T16:23:00Z,2014-08-26,16.0,21.55,0.49,2.19,309.15,0.0,0.12,1
6.0,"Napa, CA",2014-08-24T03:20:00Z,2014-08-24,3.0,21.04,0.63,2.51,234.02,0.0,0.12,1
0.0,"Siskiyou, CA",2014-08-11T22:00:00Z,2014-08-11,22.0,30.49,0.23,2.0,153.73,0.58,0.18,1
151623.0,"Fresno, CA",2015-07-31T19:00:00Z,2015-07-31,19.0,35.55,0.22,2.89,281.35,0.0,0.12,1
77081.0,"Trinity, CA",2015-07-30T22:30:00Z,2015-07-30,22.0,30.91,0.46,1.95,300.23,0.0,0.32,1
69438.0,"Lake, CA",2015-07-29T15:29:00Z,2015-07-29,15.0,30.65,0.44,1.55,340.64,0.0,0.21,1
36503.0,"Trinity, CA",2015-07-30T21:30:00Z,2015-07-30,21.0,31.23,0.41,2.25,311.32,0.0,0.32,1
31359.0,"San Bernardino, CA",2015-06-17T15:52:00Z,2015-06-17,15.0,23.43,0.28,0.78,114.02,0.0,0.1,1
30361.0,"Del Norte, CA",2015-07-31T21:00:00Z,2015-07-31,21.0,31.08,0.29,1.96,244.12,0.0,0.13,1
29416.0,"Trinity, CA",2015-07-30T16:00:00Z,2015-07-30,16.0,29.22,0.46,1.07,309.55,0.0,0.34,1
25118.0,"Lake, CA",2015-08-09T15:34:00Z,2015-08-09,15.0,24.95,0.44,2.69,27.66,0.0,0.16,1
25118.0,"Napa, CA",2015-08-09T15:34:00Z,2015-08-09,15.0,16.57,0.71,1.37,221.96,0.0,0.14,1
10570.0,"Lassen, CA",2015-08-03T14:15:00Z,2015-08-03,14.0,12.63,0.95,0.58,169.62,0.0,0.11,1
7509.0,"Del Norte, CA",2015-08-01T23:23:00Z,2015-08-01,23.0,32.47,0.34,1.89,209.77,0.0,0.13,1
7000.0,"Inyo, CA",2015-02-06T14:07:00Z,2015-02-06,14.0,10.9,0.38,0.43,178.22,0.0,0.02,1
7000.0,"Mono, CA",2015-02-06T14:07:00Z,2015-02-06,14.0,12.69,0.56,7.78,257.03,0.0,0.22,1
6980.0,"Tulare, CA",2015-07-19T08:00:00Z,2015-07-19,8.0,27.39,0.47,0.76,98.47,0.0,0.12,1
5702.0,"Madera, CA",2015-07-25T14:30:00Z,2015-07-25,14.0,20.9,0.46,2.92,313.58,0.0,0.12,1
4883.0,"Humboldt, CA",2015-07-30T16:02:00Z,2015-07-30,16.0,20.01,0.52,6.17,283.18,0.0,0.37,1
4863.0,"Modoc, CA",2015-07-30T17:45:00Z,2015-07-30,17.0,27.89,0.12,1.99,127.81,0.0,0.06,1
4250.0,"San Bernardino, CA",2015-07-17T14:33:00Z,2015-07-17,14.0,19.51,0.39,0.5,120.77,0.0,0.07,1
3676.0,"Mono, CA",2015-08-14T21:31:00Z,2015-08-14,21.0,26.73,0.77,1.39,320.55,0.0,0.17,1
2700.0,"Alameda, CA",2015-08-19T14:45:00Z,2015-08-19,14.0,15.31,0.91,2.64,239.64,0.0,0.09,1
2446.0,"San Luis Obispo, CA",2015-08-16T18:13:00Z,2015-08-16,18.0,27.8,0.37,1.63,280.13,0.0,0.13,1
1850.0,"San Diego, CA",2015-08-13T13:03:00Z,2015-08-13,13.0,20.88,0.86,1.77,306.45,0.0,0.05,1
1791.0,"San Luis Obispo, CA",2015-06-20T14:41:00Z,2015-06-20,14.0,15.66,0.61,2.32,2.08,0.0,0.14,1
1542.0,"Trinity, CA",2015-06-10T15:00:00Z,2015-06-10,15.0,29.57,0.54,3.3,210.16,0.0,0.33,1
1450.0,"Merced, CA",2015-07-31T21:37:00Z,2015-07-31,21.0,35.09,0.2,3.14,285.33,0.0,0.12,1
1333.0,"Merced, CA",2015-07-18T22:27:00Z,2015-07-18,22.0,34.29,0.23,1.83,317.93,0.0,0.12,1
1086.0,"Monterey, CA",2015-09-19T15:00:00Z,2015-09-19,15.0,15.79,0.77,1.53,351.5,0.0,0.05,1
1049.0,"Riverside, CA",2015-04-18T18:12:00Z,2015-04-18,18.0,13.78,0.48,6.88,68.55,0.0,0.17,1
1042.0,"Butte, CA",2015-09-11T14:15:00Z,2015-09-11,14.0,19.11,0.4,2.14,56.39,0.0,0.18,1
920.0,"Madera, CA",2015-06-18T21:00:00Z,2015-06-18,21.0,36.09,0.1,3.43,292.31,0.0,0.13,1
860.0,"Butte, CA",2015-10-03T21:15:00Z,2015-10-03,21.0,25.99,0.3,2.09,208.7,0.0,0.24,1
673.0,"Lake, CA",2015-09-02T14:57:00Z,2015-09-02,14.0,25.33,0.62,1.63,277.78,0.0,0.17,1
670.0,"San Benito, CA",2015-10-12T16:00:00Z,2015-10-12,16.0,22.51,0.6,2.09,243.2,0.11,0.22,1
543.0,"Riverside, CA",2015-08-10T11:44:00Z,2015-08-10,11.0,17.45,0.95,4.78,210.96,0.45,0.22,1
509.0,"Mono, CA",2015-02-06T16:52:00Z,2015-02-06,16.0,11.42,0.64,6.25,252.18,0.0,0.22,1
500.0,"Madera, CA",2015-06-18T14:31:00Z,2015-06-18,14.0,20.82,0.48,2.23,330.72,0.0,0.13,1
430.0,"Tulare, CA",2015-07-21T12:35:00Z,2015-07-21,12.0,25.61,0.56,1.3,234.41,0.0,0.14,1
415.0,"Mariposa, CA",2015-09-07T21:23:00Z,2015-09-07,21.0,34.0,0.28,3.64,205.76,0.0,0.05,1
415.0,"Los Angeles, CA",2015-06-24T13:22:00Z,2015-06-24,13.0,18.18,0.71,1.15,101.11,0.0,0.05,1
400.0,"Butte, CA",2015-07-29T11:25:00Z,2015-07-29,11.0,21.63,0.24,3.46,53.55,0.0,0.17,1
374.0,"Los Angeles, CA",2015-08-16T13:30:00Z,2015-08-16,13.0,22.48,0.55,0.74,97.34,0.0,0.05,1
355.0,"Amador, CA",2015-07-02T01:58:00Z,2015-07-02,1.0,32.07,0.2,2.03,299.41,0.01,0.2,1
300.0,"Los Angeles, CA",2015-08-16T15:30:00Z,2015-08-16,15.0,25.82,0.38,0.87,95.16,0.0,0.05,1
300.0,"Alameda, CA",2015-06-05T20:22:00Z,2015-06-05,20.0,22.48,0.5,3.84,239.69,0.0,0.08,1
282.0,"Ventura, CA",2015-08-02T13:15:00Z,2015-08-02,13.0,17.96,0.79,0.38,123.93,0.05,0.4,1
275.0,"Merced, CA",2015-05-11T10:26:00Z,2015-05-11,10.0,15.33,0.58,2.15,275.96,0.0,0.15,1
242.0,"Alameda, CA",2015-05-28T17:00:00Z,2015-05-28,17.0,14.17,0.75,2.73,249.52,0.0,0.09,1
227.0,"Mendocino, CA",2015-07-30T14:00:00Z,2015-07-30,14.0,14.5,0.95,0.76,227.46,0.0,0.1,1
215.0,"Santa Clara, CA",2015-09-09T15:58:00Z,2015-09-09,15.0,28.99,0.23,4.49,266.12,0.0,0.12,1
215.0,"Lake, CA",2015-08-22T17:30:00Z,2015-08-22,17.0,26.63,0.39,1.56,340.8,0.0,0.2,1
214.0,"Orange, CA",2015-07-13T10:47:00Z,2015-07-13,10.0,17.42,0.93,1.08,155.19,0.0,0.08,1
212.0,"Shasta, CA",2015-07-29T17:55:00Z,2015-07-29,17.0,32.3,0.12,2.86,30.89,0.0,0.25,1
211.0,"Santa Barbara, CA",2015-06-29T13:11:00Z,2015-06-29,13.0,18.88,0.6,2.27,317.18,0.0,0.05,1
204.0,"Tuolumne, CA",2015-07-29T16:30:00Z,2015-07-29,16.0,29.8,0.16,0.18,173.93,0.0,0.18,1
200.0,"Los Angeles, CA",2015-07-17T21:30:00Z,2015-07-17,21.0,30.27,0.3,3.27,202.49,0.0,0.05,1
200.0,"Siskiyou, CA",2015-02-24T12:15:00Z,2015-02-24,12.0,-4.7,0.69,1.07,112.43,0.0,0.31,1
195.0,"Contra Costa, CA",2015-07-30T11:18:00Z,2015-07-30,11.0,15.95,0.83,3.03,256.56,0.0,0.14,1
186.0,"Ventura, CA",2015-08-14T15:22:00Z,2015-08-14,15.0,20.29,0.79,1.21,291.02,0.05,0.43,1
181.0,"Siskiyou, CA",2015-07-13T17:56:00Z,2015-07-13,17.0,19.62,0.56,1.11,170.82,0.04,0.31,1
171.0,"San Diego, CA",2015-06-17T17:03:00Z,2015-06-17,17.0,20.05,0.72,2.56,230.36,0.0,0.06,1
170.0,"Fresno, CA",2015-09-09T14:30:00Z,2015-09-09,14.0,20.38,0.36,1.35,357.98,0.0,0.11,1
170.0,"Tehama, CA",2015-07-04T16:33:00Z,2015-07-04,16.0,29.98,0.41,0.44,236.47,0.0,0.11,1
167.0,"Kern, CA",2015-08-20T15:57:00Z,2015-08-20,15.0,20.81,0.64,1.19,153.59,0.0,0.06,1
167.0,"San Diego, CA",2015-07-24T16:18:00Z,2015-07-24,16.0,22.35,0.73,1.63,285.32,0.0,0.07,1
164.0,"Ventura, CA",2015-06-22T07:00:00Z,2015-06-22,7.0,17.06,0.81,0.34,107.96,2.47,0.42,1
158.0,"Humboldt, CA",2015-07-24T23:00:00Z,2015-07-24,23.0,24.71,0.38,3.7,296.56,0.0,0.21,1
158.0,"Yuba, CA",2015-06-18T13:07:00Z,2015-06-18,13.0,16.62,0.67,1.69,90.11,0.0,0.17,1
150.0,"Solano, CA",2015-07-06T10:47:00Z,2015-07-06,10.0,17.06,0.8,0.5,95.93,0.0,0.08,1
150.0,"Riverside, CA",2015-07-01T20:38:00Z,2015-07-01,20.0,19.01,0.86,4.87,270.19,0.02,0.13,1
146.0,"Humboldt, CA",2015-08-18T18:30:00Z,2015-08-18,18.0,18.46,0.5,0.27,265.69,0.03,0.35,1
137.0,"Plumas, CA",2015-04-13T05:30:00Z,2015-04-13,5.0,4.43,0.51,4.52,271.12,0.0,0.34,1
135.0,"Madera, CA",2015-06-21T12:08:00Z,2015-06-21,12.0,21.29,0.41,2.8,315.13,0.0,0.13,1
128.0,"Trinity, CA",2015-08-25T14:08:00Z,2015-08-25,14.0,16.83,0.74,1.95,298.58,0.0,0.3,1
122.0,"San Joaquin, CA",2015-06-18T14:09:00Z,2015-06-18,14.0,27.34,0.73,1.54,85.92,0.01,0.35,1
116.0,"Modoc, CA",2015-07-23T16:40:00Z,2015-07-23,16.0,19.1,0.24,1.45,182.82,0.0,0.08,1
114.0,"Calaveras, CA",2015-08-13T16:15:00Z,2015-08-13,16.0,30.06,0.66,0.97,90.08,0.12,0.12,1
112.0,"Tuolumne, CA",2015-08-15T16:11:00Z,2015-08-15,16.0,26.57,0.21,0.71,154.23,0.0,0.18,1
111.0,"Lassen, CA",2015-06-30T18:00:00Z,2015-06-30,18.0,29.49,0.15,0.55,138.81,0.0,0.09,1
110.0,"Sacramento, CA",2015-09-03T12:12:00Z,2015-09-03,12.0,16.68,0.69,2.97,180.15,0.0,0.12,1
110.0,"Tehama, CA",2015-08-08T14:55:00Z,2015-08-08,14.0,20.06,0.57,0.05,224.51,0.0,0.13,1
110.0,"Placer, CA",2015-06-08T10:33:00Z,2015-06-08,10.0,14.16,0.73,3.6,67.83,0.0,0.34,1
109.0,"Shasta, CA",2015-09-11T15:08:00Z,2015-09-11,15.0,20.78,0.37,1.75,346.76,0.0,0.23,1
108.0,"Tuolumne, CA",2015-09-08T13:23:00Z,2015-09-08,13.0,11.8,0.34,3.23,61.18,0.0,0.15,1
104.0,"Butte, CA",2015-10-02T14:38:00Z,2015-10-02,14.0,11.57,0.84,2.48,43.31,0.0,0.27,1
100.0,"San Bernardino, CA",2015-06-25T18:30:00Z,2015-06-25,18.0,31.27,0.17,2.31,202.31,0.0,0.07,1
95.0,"Monterey, CA",2015-09-19T15:25:00Z,2015-09-19,15.0,15.79,0.77,1.53,351.5,0.0,0.05,1
95.0,"San Luis Obispo, CA",2015-07-10T12:41:00Z,2015-07-10,12.0,14.6,0.91,1.23,274.83,0.0,0.12,1
90.0,"Shasta, CA",2015-07-30T12:57:00Z,2015-07-30,12.0,19.11,0.38,2.22,348.82,0.0,0.26,1
86.0,"Tulare, CA",2015-07-30T12:40:00Z,2015-07-30,12.0,25.06,0.37,0.92,231.9,0.0,0.12,1
80.0,"San Diego, CA",2015-06-26T16:06:00Z,2015-06-26,16.0,20.14,0.75,3.22,283.54,0.0,0.05,1
80.0,"Riverside, CA",2015-06-01T10:16:00Z,2015-06-01,10.0,11.44,0.75,6.43,218.05,0.27,0.23,1
77.0,"Modoc, CA",2015-07-23T17:30:00Z,2015-07-23,17.0,20.37,0.23,2.15,193.59,0.0,0.08,1
75.0,"Shasta, CA",2015-08-02T03:00:00Z,2015-08-02,3.0,29.9,0.38,1.98,171.08,0.0,0.26,1
75.0,"Shasta, CA",2015-07-29T16:30:00Z,2015-07-29,16.0,30.34,0.16,2.71,13.87,0.0,0.25,1
75.0,"El Dorado, CA",2015-07-23T14:00:00Z,2015-07-23,14.0,32.34,0.48,5.61,296.5,0.02,0.05,1
75.0,"Butte, CA",2015-07-01T13:05:00Z,2015-07-01,13.0,22.93,0.54,2.36,47.86,0.0,0.16,1
72.0,"Butte, CA",2015-09-02T13:18:00Z,2015-09-02,13.0,17.8,0.56,3.23,125.2,0.0,0.16,1
69.0,"Siskiyou, CA",2015-08-20T16:00:00Z,2015-08-20,16.0,20.21,0.45,0.28,65.9,0.0,0.16,1
67.0,"Kern, CA",2015-06-15T15:46:00Z,2015-06-15,15.0,19.43,0.66,1.12,213.42,0.0,0.09,1
65.0,"San Bernardino, CA",2015-08-01T13:04:00Z,2015-08-01,13.0,19.69,0.7,0.26,181.67,0.0,0.1,1
60.0,"Fresno, CA",2015-07-18T16:31:00Z,2015-07-18,16.0,28.02,0.29,1.48,314.08,0.0,0.12,1
60.0,"Lassen, CA",2015-06-19T16:15:00Z,2015-06-19,16.0,19.71,0.21,0.78,271.26,0.0,0.09,1
60.0,"Riverside, CA",2015-06-18T14:16:00Z,2015-06-18,14.0,17.7,0.58,4.85,297.25,0.0,0.19,1
60.0,"Mariposa, CA",2015-06-18T12:03:00Z,2015-06-18,12.0,16.83,0.6,0.6,68.86,0.0,0.07,1
60.0,"Amador, CA",2015-06-16T16:42:00Z,2015-06-16,16.0,22.89,0.28,0.85,265.8,0.0,0.24,1
59.0,"Shasta, CA",2015-08-03T14:28:00Z,2015-08-03,14.0,20.05,0.66,0.7,20.48,0.0,0.27,1
58.0,"Siskiyou, CA",2015-10-10T12:00:00Z,2015-10-10,12.0,9.21,0.62,1.93,154.58,0.0,0.18,1
55.0,"San Bernardino, CA",2015-08-23T12:25:00Z,2015-08-23,12.0,19.43,0.52,0.35,213.24,0.0,0.07,1
55.0,"San Diego, CA",2015-08-09T08:22:00Z,2015-08-09,8.0,18.91,0.78,2.33,294.14,0.0,0.04,1
55.0,"Tehama, CA",2015-06-17T12:50:00Z,2015-06-17,12.0,21.06,0.42,0.42,311.1,0.0,0.13,1
54.0,"San Bernardino, CA",2015-07-12T14:46:00Z,2015-07-12,14.0,16.54,0.78,0.23,231.04,0.0,0.08,1
53.0,"Alameda, CA",2015-06-25T16:10:00Z,2015-06-25,16.0,19.06,0.61,1.79,226.64,0.0,0.09,1
52.0,"Santa Barbara, CA",2015-08-01T14:32:00Z,2015-08-01,14.0,19.57,0.82,1.47,326.89,0.0,0.06,1
50.0,"Ventura, CA",2015-11-07T01:45:00Z,2015-11-07,1.0,18.52,0.92,0.28,316.48,0.1,0.44,1
50.0,"Mendocino, CA",2015-07-30T13:36:00Z,2015-07-30,13.0,15.09,0.98,1.67,198.92,0.02,0.1,1
45.0,"Kern, CA",2015-09-09T11:45:00Z,2015-09-09,11.0,24.27,0.59,1.19,22.6,0.0,0.05,1
45.0,"Alameda, CA",2015-07-02T04:40:00Z,2015-07-02,4.0,21.09,0.66,1.83,244.59,0.0,0.08,1
45.0,"Fresno, CA",2015-06-05T17:00:00Z,2015-06-05,17.0,24.47,0.35,0.92,324.92,0.0,0.13,1
43.0,"Modoc, CA",2015-07-09T15:00:00Z,2015-07-09,15.0,15.9,0.76,3.04,157.86,0.11,0.18,1
42.0,"Santa Clara, CA",2015-06-30T15:23:00Z,2015-06-30,15.0,34.94,0.22,4.55,205.94,0.0,0.13,1
40.0,"Lassen, CA",2015-09-09T14:12:00Z,2015-09-09,14.0,11.44,0.46,0.87,95.4,0.0,0.09,1
40.0,"Stanislaus, CA",2015-07-28T12:10:00Z,2015-07-28,12.0,19.97,0.45,1.47,238.49,0.0,0.14,1
40.0,"Solano, CA",2015-07-10T13:36:00Z,2015-07-10,13.0,15.54,0.89,0.7,202.91,0.0,0.06,1
38.0,"Napa, CA",2015-06-16T14:27:00Z,2015-06-16,14.0,12.39,0.92,1.39,216.49,0.0,0.15,1
36.0,"Napa, CA",2015-06-09T15:23:00Z,2015-06-09,15.0,16.8,0.73,2.97,232.65,0.0,0.13,1
35.0,"Trinity, CA",2015-09-08T15:56:00Z,2015-09-08,15.0,28.21,0.59,3.74,201.1,0.0,0.21,1
35.0,"El Dorado, CA",2015-07-03T09:28:00Z,2015-07-03,9.0,27.89,0.53,1.55,124.24,0.0,0.04,1
35.0,"Mendocino, CA",2015-06-28T13:30:00Z,2015-06-28,13.0,15.37,0.91,1.43,208.27,0.0,0.11,1
30.0,"Lassen, CA",2015-08-29T16:06:00Z,2015-08-29,16.0,19.07,0.46,5.57,208.4,0.0,0.08,1
30.0,"Yuba, CA",2015-08-03T18:07:00Z,2015-08-03,18.0,25.31,0.44,2.6,207.84,0.0,0.16,1
29.0,"Ventura, CA",2015-11-11T17:40:00Z,2015-11-11,17.0,23.24,0.74,1.49,287.75,0.84,0.44,1
26.0,"Placer, CA",2015-07-22T18:17:00Z,2015-07-22,18.0,24.3,0.36,3.31,204.48,0.0,0.27,1
25.0,"San Diego, CA",2015-07-24T12:43:00Z,2015-07-24,12.0,20.44,0.9,1.18,286.62,0.01,0.07,1
25.0,"San Benito, CA",2015-07-20T13:23:00Z,2015-07-20,13.0,16.1,0.64,0.66,64.96,0.0,0.17,1
25.0,"San Diego, CA",2015-07-16T11:30:00Z,2015-07-16,11.0,17.93,0.84,1.15,256.23,0.0,0.05,1
25.0,"El Dorado, CA",2015-07-02T17:10:00Z,2015-07-02,17.0,28.16,0.53,3.81,131.12,0.0,0.04,1
25.0,"Mariposa, CA",2015-06-07T12:06:00Z,2015-06-07,12.0,14.95,0.84,0.71,77.64,0.0,0.08,1
25.0,"Lake, CA",2015-06-05T19:57:00Z,2015-06-05,19.0,21.37,0.66,1.51,158.4,0.0,0.31,1
25.0,"Riverside, CA",2015-06-05T13:32:00Z,2015-06-05,13.0,14.31,0.85,6.86,260.23,0.07,0.22,1
24.0,"Siskiyou, CA",2015-07-21T17:00:00Z,2015-07-21,17.0,24.55,0.44,1.17,195.5,0.0,0.19,1
23.0,"Mendocino, CA",2015-07-04T15:30:00Z,2015-07-04,15.0,16.29,0.81,0.84,280.45,0.0,0.1,1
22.0,"Lake, CA",2015-08-24T12:12:00Z,2015-08-24,12.0,20.75,0.95,0.42,142.64,0.0,0.19,1
21.0,"Santa Barbara, CA",2015-10-29T05:30:00Z,2015-10-29,5.0,18.24,0.72,4.54,316.47,0.0,0.06,1
21.0,"Riverside, CA",2015-07-12T13:52:00Z,2015-07-12,13.0,18.93,0.78,5.94,248.01,0.15,0.18,1
20.0,"Humboldt, CA",2015-06-10T07:42:00Z,2015-06-10,7.0,12.68,0.63,0.86,159.39,0.0,0.19,1
