AcresBurned,Counties,Started,Started_Date,Started_Hour,temperature,relative_humidity,wind_speed,wind_direction,total_precipitation,volumetric_soil_water_layer_1
2652.0,"Modoc, CA",2016-09-17T14:37:00Z,2016-09-17,14,9.35,0.35,1.59,134.99,0.0,0.06
2575.0,"Lassen, CA",2016-09-11T11:33:00Z,2016-09-11,11,11.35,0.56,1.67,264.38,0.0,0.09
2520.0,"Monterey, CA",2016-06-04T14:33:00Z,2016-06-04,14,15.08,0.74,1.73,227.54,0.0,0.06
2304.0,"Ventura, CA",2016-06-30T16:55:00Z,2016-06-30,16,21.85,0.71,1.39,294.96,0.09,0.4
2241.0,"Fresno, CA",2016-07-30T16:40:00Z,2016-07-30,16,31.25,0.23,0.49,236.34,0.0,0.12
2100.0,"Fresno, CA",2016-10-11T12:58:00Z,2016-10-11,12,16.23,0.6,2.73,322.07,0.0,0.11
1785.0,"Kern, CA",2016-07-01T14:05:00Z,2016-07-01,14,18.98,0.81,0.75,182.27,0.0,0.08
1547.0,"Sonoma, CA",2016-09-25T10:43:00Z,2016-09-25,10,16.99,0.58,1.18,10.92,0.0,0.13
1470.0,"Riverside, CA",2016-08-30T12:25:00Z,2016-08-30,12,20.25,0.67,2.57,203.88,0.0,0.22
1246.0,"Merced, CA",2016-06-25T23:45:00Z,2016-06-25,23,37.47,0.14,4.01,329.34,0.0,0.13
1245.0,"San Diego, CA",2016-07-21T16:06:00Z,2016-07-21,16,24.13,0.65,2.52,303.6,0.0,0.05
1109.0,"Los Angeles, CA",2016-07-09T12:04:00Z,2016-07-09,12,17.27,0.91,0.35,153.2,0.0,0.07
1080.0,"Tuolumne, CA",2016-09-26T12:20:00Z,2016-09-26,12,14.64,0.24,3.54,63.02,0.0,0.15
850.0,"Butte, CA",2016-09-05T16:28:00Z,2016-09-05,16,21.27,0.31,0.33,21.56,0.0,0.15
710.0,"Siskiyou, CA",2016-08-24T14:55:00Z,2016-08-24,14,9.72,0.54,0.79,125.09,0.0,0.16
650.0,"Mono, CA",2016-06-25T06:30:00Z,2016-06-25,6,23.71,0.75,2.72,324.79,0.0,0.23
599.0,"Humboldt, CA",2016-08-22T16:03:00Z,2016-08-22,16,18.17,0.76,5.74,126.87,0.0,0.3
554.0,"Kern, CA",2016-07-08T11:15:00Z,2016-07-08,11,16.83,0.88,0.48,183.25,0.0,0.08
550.0,"Butte, CA",2016-08-02T14:35:00Z,2016-08-02,14,17.23,0.55,1.03,69.66,0.0,0.16
518.0,"Kern, CA",2016-08-26T10:10:00Z,2016-08-26,10,17.53,0.87,1.22,152.85,0.0,0.07
464.0,"Tehama, CA",2016-06-30T13:32:00Z,2016-06-30,13,24.12,0.35,2.25,336.55,0.0,0.12
450.0,"Calaveras, CA",2016-08-28T13:07:00Z,2016-08-28,13,27.88,0.9,6.56,86.71,0.97,0.19
441.0,"Shasta, CA",2016-07-08T22:45:00Z,2016-07-08,22,27.91,0.35,3.31,180.97,0.0,0.26
400.0,"Yuba, CA",2016-08-18T15:35:00Z,2016-08-18,15,22.24,0.43,1.08,135.24,0.0,0.15
395.0,"Tulare, CA",2016-08-22T22:00:00Z,2016-08-22,22,36.79,0.19,1.26,351.83,0.0,0.11
380.0,"Modoc, CA",2016-09-11T14:15:00Z,2016-09-11,14,9.0,0.49,1.76,167.87,0.0,0.06
372.0,"Amador, CA",2016-06-28T19:02:00Z,2016-06-28,19,32.65,0.2,2.79,258.84,0.0,0.2
360.0,"Tehama, CA",2016-09-13T23:10:00Z,2016-09-13,23,23.89,0.39,3.88,157.3,0.0,0.12
341.0,"Calaveras, CA",2016-07-12T13:14:00Z,2016-07-12,13,29.0,0.81,4.97,160.55,0.03,0.11
310.0,"Calaveras, CA",2016-07-02T14:55:00Z,2016-07-02,14,28.04,0.82,3.69,185.47,0.15,0.18
306.0,"Kern, CA",2016-09-19T14:13:00Z,2016-09-19,14,19.22,0.52,1.5,15.71,0.0,0.07
304.0,"Kern, CA",2016-08-28T18:50:00Z,2016-08-28,18,25.78,0.47,1.83,220.38,0.0,0.08
278.0,"Fresno, CA",2016-05-25T01:03:00Z,2016-05-25,1,25.71,0.26,1.67,309.38,0.0,0.13
277.0,"Yolo, CA",2016-06-26T15:45:00Z,2016-06-26,15,28.76,0.62,3.42,236.53,1.02,0.26
248.0,"Plumas, CA",2016-09-26T13:23:00Z,2016-09-26,13,8.09,0.68,6.51,310.31,0.0,0.35
237.0,"San Benito, CA",2016-06-17T14:30:00Z,2016-06-17,14,21.01,0.47,0.23,196.75,0.0,0.16
221.0,"Kern, CA",2016-07-13T17:08:00Z,2016-07-13,17,23.31,0.52,1.81,188.44,0.0,0.09
215.0,"Santa Barbara, CA",2016-09-22T14:20:00Z,2016-09-22,14,14.77,0.57,4.75,321.34,0.05,0.06
215.0,"Lake, CA",2016-06-26T16:00:00Z,2016-06-26,16,28.41,0.35,0.84,204.83,0.0,0.13
211.0,"Alameda, CA",2016-06-25T16:11:00Z,2016-06-25,16,18.4,0.62,1.98,222.79,0.0,0.09
210.0,"Amador, CA",2016-06-17T14:54:00Z,2016-06-17,14,11.93,0.67,1.12,84.45,0.0,0.2
188.0,"Fresno, CA",2016-07-11T14:30:00Z,2016-07-11,14,19.07,0.48,1.39,323.16,0.0,0.12
176.0,"El Dorado, CA",2016-10-14T01:28:00Z,2016-10-14,1,24.18,0.77,6.21,146.54,0.0,0.06
173.0,"Riverside, CA",2016-07-12T15:20:00Z,2016-07-12,15,16.26,0.61,5.82,281.11,0.02,0.23
169.0,"Placer, CA",2016-05-17T15:06:00Z,2016-05-17,15,15.01,0.45,4.55,67.18,0.0,0.34
158.0,"Fresno, CA",2016-09-03T14:44:00Z,2016-09-03,14,20.39,0.46,1.81,351.8,0.0,0.12
156.0,"Los Angeles, CA",2016-05-23T14:15:00Z,2016-05-23,14,13.28,0.82,1.93,115.4,0.0,0.06
151.0,"Fresno, CA",2016-04-28T17:45:00Z,2016-04-28,17,15.83,0.56,2.29,315.09,0.0,0.18
150.0,"Del Norte, CA",2016-09-13T13:55:00Z,2016-09-13,13,11.92,0.87,2.58,174.11,0.0,0.1
150.0,"Orange, CA",2016-08-31T04:10:00Z,2016-08-31,4,22.23,0.81,1.9,188.89,0.0,0.08
150.0,"San Luis Obispo, CA",2016-05-10T16:11:00Z,2016-05-10,16,14.39,0.75,0.68,255.83,0.0,0.15
147.0,"San Joaquin, CA",2016-08-20T08:35:00Z,2016-08-20,8,23.86,0.89,0.87,198.44,0.01,0.36
145.0,"Fresno, CA",2016-07-04T17:15:00Z,2016-07-04,17,29.39,0.26,2.07,301.2,0.0,0.12
140.0,"Stanislaus, CA",2016-08-04T15:45:00Z,2016-08-04,15,19.99,0.43,2.92,330.3,0.0,0.15
139.0,"Riverside, CA",2016-06-04T11:40:00Z,2016-06-04,11,16.99,0.77,2.36,56.06,0.02,0.17
138.0,"Kern, CA",2016-07-15T23:55:00Z,2016-07-15,23,27.17,0.43,3.22,219.54,0.0,0.07
132.0,"Fresno, CA",2016-05-15T16:38:00Z,2016-05-15,16,19.79,0.52,4.23,321.67,0.0,0.14
130.0,"Butte, CA",2016-09-22T11:45:00Z,2016-09-22,11,13.4,0.44,0.72,288.32,0.0,0.14
123.0,"Fresno, CA",2016-07-15T16:45:00Z,2016-07-15,16,28.59,0.24,0.75,278.75,0.0,0.12
122.0,"Mono, CA",2016-08-05T15:45:00Z,2016-08-05,15,30.2,0.54,3.55,137.96,0.0,0.08
120.0,"Stanislaus, CA",2016-06-07T16:30:00Z,2016-06-07,16,22.96,0.46,2.97,328.15,0.0,0.14
114.0,"Santa Clara, CA",2016-07-30T17:25:00Z,2016-07-30,17,31.42,0.27,4.94,236.1,0.0,0.14
112.0,"Butte, CA",2016-06-20T16:38:00Z,2016-06-20,16,25.13,0.31,0.28,182.68,0.0,0.23
103.0,"Madera, CA",2016-07-04T11:53:00Z,2016-07-04,11,22.97,0.47,3.07,299.95,0.0,0.11
100.0,"Shasta, CA",2016-09-25T07:15:00Z,2016-09-25,7,19.37,0.26,3.23,351.29,0.0,0.23
100.0,"Santa Clara, CA",2016-08-17T15:19:00Z,2016-08-17,15,32.02,0.31,3.7,283.32,0.0,0.13
100.0,"Kern, CA",2016-08-04T17:10:00Z,2016-08-04,17,23.42,0.59,1.28,184.47,0.0,0.08
100.0,"Stanislaus, CA",2016-08-03T16:08:00Z,2016-08-03,16,24.58,0.36,2.53,316.26,0.0,0.15
100.0,"Monterey, CA",2016-07-22T15:15:00Z,2016-07-22,15,13.56,0.83,2.36,343.83,0.0,0.05
100.0,"San Diego, CA",2016-07-18T13:08:00Z,2016-07-18,13,17.43,0.84,1.46,312.47,0.0,0.05
95.0,"San Benito, CA",2016-07-09T12:43:00Z,2016-07-09,12,15.01,0.8,1.2,73.67,0.03,0.17
91.0,"Butte, CA",2016-05-27T13:43:00Z,2016-05-27,13,13.91,0.59,1.75,35.13,0.0,0.25
88.0,"Butte, CA",2016-08-26T15:30:00Z,2016-08-26,15,18.96,0.53,0.81,104.92,0.0,0.17
88.0,"Tehama, CA",2016-07-01T13:54:00Z,2016-07-01,13,25.35,0.3,0.8,336.32,0.0,0.11
88.0,"Placer, CA",2016-06-21T12:24:00Z,2016-06-21,12,11.82,0.47,1.76,69.34,0.0,0.27
87.0,"Sacramento, CA",2016-07-10T15:30:00Z,2016-07-10,15,16.86,0.55,1.78,162.13,0.0,0.11
86.0,"San Luis Obispo, CA",2016-06-27T12:07:00Z,2016-06-27,12,17.63,0.54,2.0,16.21,0.0,0.13
85.0,"Madera, CA",2016-08-04T14:13:00Z,2016-08-04,14,20.88,0.5,3.17,317.1,0.0,0.13
85.0,"Tuolumne, CA",2016-05-30T15:10:00Z,2016-05-30,15,18.96,0.43,1.26,61.81,0.0,0.23
84.0,"Yolo, CA",2016-07-15T14:00:00Z,2016-07-15,14,19.44,0.74,6.29,190.59,0.13,0.35
83.0,"Calaveras, CA",2016-06-15T12:46:00Z,2016-06-15,12,27.46,0.83,3.32,257.71,0.0,0.16
83.0,"San Benito, CA",2016-06-12T12:45:00Z,2016-06-12,12,15.3,0.8,0.86,73.37,0.01,0.19
80.0,"Tehama, CA",2016-08-03T17:27:00Z,2016-08-03,17,30.58,0.17,3.29,330.86,0.0,0.12
80.0,"Madera, CA",2016-07-21T12:53:00Z,2016-07-21,12,21.38,0.42,3.26,308.63,0.0,0.12
80.0,"Tehama, CA",2016-06-11T14:30:00Z,2016-06-11,14,17.41,0.3,5.37,330.44,0.0,0.11
78.0,"Ventura, CA",2016-07-13T15:52:00Z,2016-07-13,15,19.23,0.85,1.02,314.79,1.28,0.43
75.0,"Shasta, CA",2016-09-10T15:45:00Z,2016-09-10,15,18.99,0.31,1.95,357.37,0.0,0.24
70.0,"Fresno, CA",2016-09-23T12:40:00Z,2016-09-23,12,14.26,0.51,1.43,320.18,0.0,0.11
70.0,"Monterey, CA",2016-06-18T16:47:00Z,2016-06-18,16,14.69,0.81,3.19,337.22,0.0,0.05
70.0,"San Diego, CA",2016-05-31T13:48:00Z,2016-05-31,13,15.9,0.89,1.7,239.99,0.06,0.05
69.0,"Lake, CA",2016-07-19T17:16:00Z,2016-07-19,17,26.08,0.4,5.06,318.89,0.0,0.22
65.0,"Napa, CA",2016-10-10T16:13:00Z,2016-10-10,16,14.41,0.66,1.82,243.81,0.0,0.11
61.0,"Kern, CA",2016-06-11T15:04:00Z,2016-06-11,15,16.58,0.85,2.11,149.81,0.02,0.09
57.0,"Solano, CA",2016-07-22T13:01:00Z,2016-07-22,13,20.61,0.45,0.57,62.67,0.0,0.06
57.0,"Calaveras, CA",2016-07-21T15:06:00Z,2016-07-21,15,28.14,0.81,2.37,120.83,0.07,0.16
56.0,"Siskiyou, CA",2016-05-19T15:37:00Z,2016-05-19,15,9.55,0.55,2.92,350.95,0.0,0.21
52.0,"Monterey, CA",2016-06-23T17:57:00Z,2016-06-23,17,15.07,0.74,3.47,323.5,0.0,0.05
50.0,"Mendocino, CA",2016-09-10T14:06:00Z,2016-09-10,14,12.23,0.98,0.87,222.5,0.0,0.11
50.0,"San Bernardino, CA",2016-09-07T16:53:00Z,2016-09-07,16,24.03,0.3,0.92,207.0,0.0,0.06
50.0,"El Dorado, CA",2016-07-22T13:15:00Z,2016-07-22,13,30.67,0.41,6.57,136.69,0.0,0.03
50.0,"Ventura, CA",2016-04-28T19:00:00Z,2016-04-28,19,21.31,0.88,1.08,297.79,0.87,0.46
49.0,"Butte, CA",2016-06-21T15:09:00Z,2016-06-21,15,23.97,0.3,1.33,34.6,0.0,0.22
47.0,"Orange, CA",2016-06-26T13:10:00Z,2016-06-26,13,18.15,0.86,0.81,169.38,0.0,0.11
45.0,"Amador, CA",2016-09-23T13:12:00Z,2016-09-23,13,7.87,0.65,2.63,58.16,0.0,0.16
45.0,"Lake, CA",2016-08-09T17:30:00Z,2016-08-09,17,29.47,0.33,1.81,183.62,0.0,0.18
45.0,"Ventura, CA",2016-07-01T14:00:00Z,2016-07-01,14,18.49,0.8,0.28,286.03,1.72,0.41
43.0,"Tehama, CA",2016-06-21T10:26:00Z,2016-06-21,10,20.79,0.41,1.19,341.58,0.0,0.18
43.0,"Kern, CA",2016-05-30T17:57:00Z,2016-05-30,17,17.95,0.65,1.71,202.23,0.0,0.08
42.0,"Lassen, CA",2016-07-30T16:25:00Z,2016-07-30,16,26.77,0.21,1.02,234.76,0.0,0.08
40.0,"Sacramento, CA",2016-09-11T11:25:00Z,2016-09-11,11,15.62,0.68,3.08,197.82,0.0,0.09
40.0,"Riverside, CA",2016-08-28T15:23:00Z,2016-08-28,15,19.36,0.85,3.06,235.73,0.04,0.24
40.0,"Contra Costa, CA",2016-07-24T16:30:00Z,2016-07-24,16,19.63,0.62,2.53,233.57,0.0,0.13
38.0,"Madera, CA",2016-07-29T17:55:00Z,2016-07-29,17,32.14,0.22,1.66,317.01,0.0,0.13
36.0,"Mendocino, CA",2016-08-30T13:35:00Z,2016-08-30,13,14.33,0.94,3.27,343.36,0.0,0.11
36.0,"Lake, CA",2016-08-09T18:50:00Z,2016-08-09,18,30.02,0.31,2.52,184.75,0.0,0.18
35.0,"San Diego, CA",2016-08-10T09:14:00Z,2016-08-10,9,18.07,0.86,1.11,298.9,0.0,0.04
35.0,"Shasta, CA",2016-08-09T12:14:00Z,2016-08-09,12,17.8,0.46,3.02,357.6,0.0,0.24
35.0,"Butte, CA",2016-07-28T14:27:00Z,2016-07-28,14,22.17,0.42,1.85,66.27,0.0,0.16
35.0,"Calaveras, CA",2016-07-12T15:19:00Z,2016-07-12,15,30.11,0.69,2.47,181.53,0.13,0.11
33.0,"Calaveras, CA",2016-06-27T18:00:00Z,2016-06-27,18,28.04,0.75,2.32,38.84,1.01,0.16
32.0,"Siskiyou, CA",2016-09-12T16:28:00Z,2016-09-12,16,12.43,0.38,1.92,25.5,0.0,0.16
32.0,"Tuolumne, CA",2016-07-30T17:25:00Z,2016-07-30,17,33.3,0.16,1.7,230.94,0.0,0.14
32.0,"Sacramento, CA",2016-06-03T16:57:00Z,2016-06-03,16,26.3,0.37,1.11,312.11,0.0,0.12
30.0,"Butte, CA",2016-09-16T23:28:00Z,2016-09-16,23,32.61,0.14,2.61,284.6,0.0,0.16
30.0,"Inyo, CA",2016-07-01T12:56:00Z,2016-07-01,12,24.44,0.39,0.91,101.35,0.0,0.01
30.0,"San Benito, CA",2016-06-03T17:39:00Z,2016-06-03,17,23.38,0.53,1.99,249.39,0.01,0.19
30.0,"Butte, CA",2016-05-29T16:51:00Z,2016-05-29,16,24.99,0.23,0.52,312.93,0.0,0.22
30.0,"Merced, CA",2016-04-24T11:10:00Z,2016-04-24,11,12.79,0.79,2.3,313.82,0.0,0.2
28.0,"San Diego, CA",2016-11-13T11:14:00Z,2016-11-13,11,17.48,0.75,1.66,65.21,0.0,0.03
28.0,"San Diego, CA",2016-07-22T14:47:00Z,2016-07-22,14,21.4,0.77,1.7,295.91,0.0,0.04
26.0,"Amador, CA",2016-08-05T13:49:00Z,2016-08-05,13,13.66,0.46,0.4,31.18,0.0,0.18
26.0,"Siskiyou, CA",2016-07-19T14:09:00Z,2016-07-19,14,11.71,0.7,0.98,147.17,0.0,0.17
25.0,"Santa Clara, CA",2016-09-01T14:36:00Z,2016-09-01,14,34.25,0.24,0.79,148.34,0.0,0.12
25.0,"Santa Clara, CA",2016-08-12T16:00:00Z,2016-08-12,16,34.96,0.21,1.8,42.97,0.0,0.13
25.0,"El Dorado, CA",2016-08-06T15:00:00Z,2016-08-06,15,30.38,0.36,4.38,304.56,0.0,0.03
25.0,"Lake, CA",2016-07-29T14:55:00Z,2016-07-29,14,21.98,0.91,1.85,23.26,0.21,0.26
25.0,"El Dorado, CA",2016-06-03T12:41:00Z,2016-06-03,12,24.97,0.37,2.27,223.56,0.0,0.04
25.0,"Monterey, CA",2016-05-12T14:13:00Z,2016-05-12,14,11.54,0.92,2.21,314.67,0.0,0.07
24.0,"Shasta, CA",2016-06-11T16:02:00Z,2016-06-11,16,19.59,0.24,4.66,9.66,0.0,0.26
23.0,"Humboldt, CA",2016-08-11T14:57:00Z,2016-08-11,14,15.07,0.9,1.44,224.99,0.01,0.38
23.0,"Siskiyou, CA",2016-07-21T20:30:00Z,2016-07-21,20,25.83,0.2,3.35,188.19,0.0,0.16
21.0,"Humboldt, CA",2016-08-12T17:23:00Z,2016-08-12,17,19.84,0.63,1.82,287.32,0.06,0.36
20.0,"San Bernardino, CA",2016-09-03T21:51:00Z,2016-09-03,21,27.2,0.2,3.24,220.99,0.0,0.06
20.0,"Lake, CA",2016-08-30T16:54:00Z,2016-08-30,16,24.64,0.52,1.78,245.1,0.0,0.2
20.0,"Ventura, CA",2016-05-12T14:13:00Z,2016-05-12,14,22.2,0.81,0.68,294.39,0.56,0.44
19.0,"Amador, CA",2016-08-30T16:52:00Z,2016-08-30,16,23.35,0.24,1.36,201.75,0.0,0.18
15.0,"Ventura, CA",2016-07-11T12:58:00Z,2016-07-11,12,15.7,0.79,1.02,94.49,2.14,0.41
11.0,"Tehama, CA",2016-07-25T16:55:00Z,2016-07-25,16,30.37,0.22,0.68,261.16,0.0,0.11
11.0,"Shasta, CA",2016-05-25T16:51:00Z,2016-05-25,16,17.19,0.6,0.32,317.3,0.01,0.39
10.0,"Tulare, CA",2016-10-20T17:00:00Z,2016-10-20,17,18.92,0.34,1.15,264.52,0.0,0.11
0.0,"Los Angeles, CA",2016-07-22T14:11:00Z,2016-07-22,14,21.21,0.46,0.78,90.24,0.0,0.05
0.0,"San Luis Obispo, CA",2016-06-04T17:46:00Z,2016-06-04,17,19.91,0.52,2.09,196.19,0.0,0.13
0.0,"Los Angeles, CA",2016-06-04T16:09:00Z,2016-06-04,16,23.29,0.42,1.49,190.39,0.0,0.06
0.0,"Tulare, CA",2016-06-01T15:35:00Z,2016-06-01,15,27.06,0.25,1.27,260.04,0.0,0.12
0.0,"Los Angeles, CA",2016-04-19T13:09:00Z,2016-04-19,13,15.92,0.33,1.51,50.82,0.0,0.04
281893.0,"Santa Barbara, CA",2017-12-04T18:28:00Z,2017-12-04,18,15.22,0.4,0.27,265.96,0.0,0.05
281893.0,"Ventura, CA",2017-12-04T18:28:00Z,2017-12-04,18,21.4,0.85,1.55,302.86,1.71,0.45
83733.0,"Lassen, CA",2017-07-11T14:15:00Z,2017-07-11,14,16.98,0.51,1.09,345.67,0.0,0.08
83120.0,"Modoc, CA",2017-07-24T12:00:00Z,2017-07-24,12,17.98,0.58,1.62,153.73,0.0,0.06
81826.0,"Mariposa, CA",2017-07-16T15:56:00Z,2017-07-16,15,23.95,0.56,1.51,127.16,0.0,0.07
78698.0,"Siskiyou, CA",2017-08-15T07:55:00Z,2017-08-15,7,18.43,0.34,0.99,33.9,0.0,0.17
56556.0,"Napa, CA",2017-10-08T22:00:00Z,2017-10-08,22,27.51,0.12,4.31,7.41,0.0,0.09
56556.0,"Sonoma, CA",2017-10-08T22:00:00Z,2017-10-08,22,26.78,0.15,2.84,359.52,0.0,0.12
51624.0,"Napa, CA",2017-10-08T21:52:00Z,2017-10-08,21,27.22,0.11,5.02,5.57,0.0,0.09
51624.0,"Solano, CA",2017-10-08T21:52:00Z,2017-10-08,21,25.91,0.36,3.38,183.95,0.0,0.06
48889.0,"Kings, CA",2017-07-09T15:10:00Z,2017-07-09,15,26.56,0.25,1.04,69.4,0.01,0.19
39715.0,"Siskiyou, CA",2017-08-14T14:00:00Z,2017-08-14,14,13.26,0.86,1.11,2.41,0.0,0.18
36807.0,"Napa, CA",2017-10-08T21:45:00Z,2017-10-08,21,27.22,0.11,5.02,5.57,0.0,0.09
36807.0,"Sonoma, CA",2017-10-08T21:45:00Z,2017-10-08,21,26.43,0.14,3.7,0.55,0.0,0.12
36556.0,"Tulare, CA",2017-08-29T08:29:00Z,2017-08-29,8,31.14,0.31,0.25,249.95,0.0,0.11
36523.0,"Mendocino, CA",2017-10-08T23:36:00Z,2017-10-08,23,22.57,0.29,7.93,339.81,0.0,0.07
28687.0,"San Luis Obispo, CA",2017-07-06T15:44:00Z,2017-07-06,15,20.8,0.65,1.46,342.84,0.0,0.15
27276.0,"Siskiyou, CA",2017-07-26T18:00:00Z,2017-07-26,18,25.85,0.31,0.7,181.64,0.0,0.16
21846.0,"Trinity, CA",2017-08-30T18:00:00Z,2017-08-30,18,27.32,0.53,2.37,33.83,0.0,0.29
18900.0,"Tulare, CA",2017-09-27T14:00:00Z,2017-09-27,14,16.46,0.43,0.72,53.01,0.0,0.14
18618.0,"Lassen, CA",2017-08-30T08:30:00Z,2017-08-30,8,21.83,0.36,1.42,187.29,0.0,0.09
18430.0,"Santa Barbara, CA",2017-07-08T13:43:00Z,2017-07-08,13,20.68,0.64,1.26,330.97,0.0,0.07
17357.0,"Sonoma, CA",2017-10-09T03:30:00Z,2017-10-09,3,21.88,0.18,4.05,0.89,0.0,0.12
16031.0,"Tulare, CA",2017-06-24T16:16:00Z,2017-06-24,16,30.45,0.37,1.49,314.83,0.0,0.13
15619.0,"Los Angeles, CA",2017-12-05T03:44:00Z,2017-12-05,3,14.44,0.12,3.97,41.47,0.0,0.04
13417.0,"Trinity, CA",2017-09-12T17:42:00Z,2017-09-12,17,22.41,0.44,5.28,33.0,0.0,0.21
12407.0,"Madera, CA",2017-08-29T12:19:00Z,2017-08-29,12,25.41,0.45,1.8,317.63,0.0,0.11
10343.0,"Fresno, CA",2017-05-18T13:11:00Z,2017-05-18,13,12.3,0.52,1.11,64.27,0.0,0.15
9989.0,"Yuba, CA",2017-10-08T23:03:00Z,2017-10-08,23,28.38,0.11,5.71,351.85,0.0,0.14
9217.0,"Orange, CA",2017-10-09T09:51:00Z,2017-10-09,9,18.69,0.84,1.99,137.8,0.0,0.07
8925.0,"Mono, CA",2017-08-29T15:15:00Z,2017-08-29,15,29.46,0.54,3.52,139.08,0.0,0.07
8417.0,"Butte, CA",2017-10-08T21:45:00Z,2017-10-08,21,26.01,0.11,4.42,356.87,0.0,0.15
8094.0,"Mariposa, CA",2017-08-01T08:45:00Z,2017-08-01,8,22.3,0.68,0.14,232.64,0.0,0.07
7697.0,"Modoc, CA",2017-08-03T14:00:00Z,2017-08-03,14,17.66,0.52,0.71,110.68,0.0,0.06
7194.0,"Los Angeles, CA",2017-09-01T13:26:00Z,2017-09-01,13,23.0,0.78,1.08,66.28,0.0,0.06
7000.0,"Mariposa, CA",2017-08-14T14:28:00Z,2017-08-14,14,18.83,0.77,1.15,160.88,0.01,0.07
6309.0,"Riverside, CA",2017-06-26T15:10:00Z,2017-06-26,15,18.86,0.66,1.8,157.59,0.02,0.14
6151.0,"Butte, CA",2017-10-09T00:57:00Z,2017-10-09,0,24.69,0.11,5.05,17.77,0.0,0.15
6049.0,"Los Angeles, CA",2017-12-05T11:31:00Z,2017-12-05,11,12.03,0.15,3.97,28.85,0.0,0.03
6042.0,"Lassen, CA",2017-08-29T14:36:00Z,2017-08-29,14,17.75,0.33,1.09,92.99,0.0,0.09
6033.0,"Butte, CA",2017-07-07T14:52:00Z,2017-07-07,14,22.58,0.53,2.02,54.73,0.0,0.17
5738.0,"Fresno, CA",2017-04-20T15:40:00Z,2017-04-20,15,15.2,0.56,3.49,309.93,0.0,0.3
5247.0,"Stanislaus, CA",2017-07-31T13:44:00Z,2017-07-31,13,21.64,0.49,2.3,311.59,0.0,0.13
4736.0,"Trinity, CA",2017-08-07T22:30:00Z,2017-08-07,22,25.68,0.64,3.01,32.1,0.05,0.31
4310.0,"Plumas, CA",2017-07-29T18:55:00Z,2017-07-29,18,25.43,0.66,1.1,300.45,0.0,0.27
4100.0,"San Diego, CA",2017-12-07T11:15:00Z,2017-12-07,11,12.48,0.46,3.65,61.27,0.0,0.03
4016.0,"Butte, CA",2017-08-29T13:16:00Z,2017-08-29,13,21.52,0.37,2.68,56.2,0.0,0.15
3874.0,"Riverside, CA",2017-09-02T13:33:00Z,2017-09-02,13,17.87,0.58,2.48,236.38,0.0,0.2
3142.0,"Siskiyou, CA",2017-08-07T17:45:00Z,2017-08-07,17,23.48,0.36,1.06,17.53,0.0,0.17
2940.0,"Kern, CA",2017-07-07T09:18:00Z,2017-07-07,9,22.17,0.7,1.3,57.41,0.0,0.07
2662.0,"Orange, CA",2017-09-25T13:03:00Z,2017-09-25,13,15.28,0.55,1.55,59.98,0.0,0.07
2575.0,"Plumas, CA",2017-09-05T18:38:00Z,2017-09-05,18,16.8,0.48,6.23,340.54,0.03,0.18
2312.0,"Kings, CA",2017-08-24T18:13:00Z,2017-08-24,18,24.78,0.36,2.21,244.45,0.0,0.22
2295.0,"Tulare, CA",2017-08-02T18:00:00Z,2017-08-02,18,36.57,0.26,1.73,215.56,0.0,0.12
2289.0,"Tulare, CA",2017-07-30T17:43:00Z,2017-07-30,17,31.33,0.27,1.27,284.63,0.0,0.11
2269.0,"Yolo, CA",2017-07-06T12:41:00Z,2017-07-06,12,15.42,0.62,2.65,288.51,0.12,0.33
2207.0,"Lake, CA",2017-10-08T23:59:00Z,2017-10-08,23,23.13,0.91,3.09,211.67,0.0,0.27
2056.0,"San Diego, CA",2017-05-20T23:19:00Z,2017-05-20,23,24.71,0.41,5.93,294.59,0.0,0.05
1868.0,"Sonoma, CA",2017-10-09T01:00:00Z,2017-10-09,1,25.14,0.17,3.18,11.89,0.0,0.12
1816.0,"Monterey, CA",2017-07-08T18:30:00Z,2017-07-08,18,18.43,0.63,2.39,304.56,0.0,0.05
1816.0,"San Luis Obispo, CA",2017-07-08T18:30:00Z,2017-07-08,18,31.19,0.28,3.38,0.66,0.0,0.14
1800.0,"Merced, CA",2017-05-12T15:30:00Z,2017-05-12,15,14.55,0.41,5.38,324.96,0.0,0.13
1749.0,"Stanislaus, CA",2017-09-03T16:23:00Z,2017-09-03,16,31.82,0.28,0.56,285.93,0.0,0.12
1660.0,"Sonoma, CA",2017-10-09T14:00:00Z,2017-10-09,14,17.12,0.17,2.94,7.81,0.0,0.12
1649.0,"Fresno, CA",2017-07-17T13:15:00Z,2017-07-17,13,24.12,0.37,2.47,329.79,0.0,0.13
1626.0,"Kern, CA",2017-07-06T12:29:00Z,2017-07-06,12,20.43,0.73,1.03,80.87,0.0,0.08
1598.0,"San Luis Obispo, CA",2017-06-26T15:27:00Z,2017-06-26,15,17.06,0.63,2.31,349.86,0.0,0.14
1538.0,"Fresno, CA",2017-07-02T22:28:00Z,2017-07-02,22,36.09,0.22,0.6,336.43,0.0,0.13
1522.0,"Kern, CA",2017-06-18T14:22:00Z,2017-06-18,14,19.41,0.78,0.91,109.33,0.0,0.08
1503.0,"San Bernardino, CA",2017-06-19T15:05:00Z,2017-06-19,15,26.72,0.27,0.53,349.36,0.0,0.08
