AcresBurned,Counties,Started,Started_Date,Started_Hour,temperature,relative_humidity,wind_speed,wind_direction,total_precipitation,volumetric_soil_water_layer_1
17.0,"San Benito, CA",2019-09-04T20:33:59Z,2019-09-04,20,22.56,0.42,2.62,246.29,0.0,0.13
17.0,"Santa Clara, CA",2019-06-26T18:06:54Z,2019-06-26,18,31.29,0.31,4.18,229.39,0.0,0.14
17.0,"Butte, CA",2019-06-15T15:29:00Z,2019-06-15,15,20.65,0.54,0.72,184.43,0.0,0.2
17.0,"Siskiyou, CA",2019-06-14T16:14:00Z,2019-06-14,16,19.65,0.41,0.36,357.35,0.0,0.18
16.0,"Shasta, CA",2019-09-24T08:40:45Z,2019-09-24,8,18.45,0.46,3.17,354.1,0.0,0.32
16.0,"El Dorado, CA",2019-08-14T16:07:49Z,2019-08-14,16,28.14,0.4,8.33,309.86,0.0,0.05
15.0,"Siskiyou, CA",2019-09-07T18:19:16Z,2019-09-07,18,22.84,0.22,2.3,170.73,0.0,0.17
15.0,"San Bernardino, CA",2019-09-02T20:27:29Z,2019-09-02,20,32.63,0.37,2.16,219.73,0.0,0.05
15.0,"San Diego, CA",2019-06-10T14:25:00Z,2019-06-10,14,18.1,0.78,1.6,352.85,0.0,0.06
13.0,"El Dorado, CA",2019-07-30T19:27:46Z,2019-07-30,19,26.48,0.7,2.11,135.14,0.0,0.04
12.0,"Alameda, CA",2019-10-08T17:25:12Z,2019-10-08,17,17.86,0.61,1.26,212.78,0.0,0.07
12.0,"Butte, CA",2019-06-29T22:07:59Z,2019-06-29,22,29.57,0.15,2.24,186.91,0.0,0.16
11.0,"San Bernardino, CA",2019-10-21T08:16:33Z,2019-10-21,8,15.59,0.24,2.25,44.8,0.0,0.04
11.0,"Tehama, CA",2019-10-07T11:03:29.963Z,2019-10-07,11,11.64,0.46,0.94,354.71,0.0,0.13
11.0,"Stanislaus, CA",2019-09-13T20:00:29Z,2019-09-13,20,34.14,0.19,1.38,334.66,0.0,0.11
11.0,"Alameda, CA",2019-09-02T14:36:35Z,2019-09-02,14,16.29,0.88,2.49,245.83,0.0,0.08
10.0,"San Diego, CA",2019-10-15T17:41:57Z,2019-10-15,17,19.93,0.62,3.08,312.72,0.0,0.03
10.0,"Tehama, CA",2019-10-09T09:52:52.477Z,2019-10-09,9,15.73,0.38,4.27,334.11,0.0,0.11
10.0,"Amador, CA",2019-09-25T13:13:41Z,2019-09-25,13,17.43,0.42,3.87,73.78,0.0,0.24
10.0,"Riverside, CA",2019-09-10T10:43:58Z,2019-09-10,10,15.98,0.76,2.76,337.84,0.03,0.26
10.0,"Butte, CA",2019-07-23T14:41:00Z,2019-07-23,14,22.7,0.46,2.12,102.39,0.0,0.16
10.0,"Siskiyou, CA",2019-06-16T20:33:00Z,2019-06-16,20,23.94,0.36,2.5,346.02,0.0,0.18
10.0,"Butte, CA",2019-04-30T12:20:00Z,2019-04-30,12,12.62,0.76,2.86,144.53,0.0,0.21
9.0,"Riverside, CA",2019-10-10T12:08:00Z,2019-10-10,12,14.45,0.74,7.81,235.51,0.03,0.28
