temperature,relative_humidity,wind_speed,wind_direction,total_precipitation,volumetric_soil_water_layer_1,Counties_Idx,Started_Date
27.7,0.31,2.09,327.51,0.0,0.11,36,2019-08-15
13.52,0.69,1.28,335.08,0.0,0.33,9,2015-03-15
16.23,0.6,2.73,322.07,0.0,0.11,5,2016-10-11
10.55,0.69,1.76,46.86,0.0,0.16,43,2015-01-15
19.9,0.37,1.64,269.86,0.0,0.12,15,2017-06-07
16.05,0.36,0.65,69.32,0.0,0.06,17,2015-02-15
19.03,0.25,1.63,330.25,0.0,0.23,9,2014-06-15
8.09,0.88,4.58,174.94,0.0,0.33,29,2019-03-15
17.57,0.74,0.59,35.74,0.0,0.2,31,2013-09-15
15.04,0.94,0.22,244.54,0.48,0.24,27,2013-01-15
-3.95,0.6,2.14,189.54,0.0,0.39,45,2015-01-15
7.98,0.91,3.31,332.89,0.0,0.38,41,2016-01-15
19.32,0.87,0.51,164.59,0.0,0.08,11,2017-07-18
14.71,0.43,1.61,61.68,0.0,0.12,0,2018-09-08
-1.96,0.69,2.09,286.71,0.0,0.3,29,2014-11-15
16.5,0.43,2.01,20.52,0.0,0.06,11,2017-05-20
16.34,0.45,1.56,88.0,0.0,0.22,3,2018-06-15
14.73,0.76,1.48,275.4,0.0,0.13,23,2019-07-08
14.2,0.81,3.3,155.81,0.0,0.35,33,2016-12-15
32.51,0.21,0.22,235.42,0.0,0.01,25,2018-07-31
23.48,0.36,1.06,17.53,0.0,0.17,6,2017-08-07
7.13,0.89,3.51,346.04,0.0,0.39,41,2014-12-15
28.86,0.27,2.23,320.49,0.0,0.12,24,2019-08-15
18.18,0.35,1.93,324.44,0.0,0.1,24,2018-09-22
21.53,0.52,2.25,314.57,0.0,0.13,34,2015-08-15
2.6,0.61,2.31,73.77,0.0,0.12,38,2013-10-15
13.06,0.8,1.69,322.25,0.0,0.22,29,2014-08-15
27.46,0.83,3.32,257.71,0.0,0.16,42,2016-06-15
-1.6,0.3,0.29,350.25,0.0,0.02,25,2013-01-15
13.11,0.76,1.47,229.8,0.0,0.2,30,2018-04-15
13.89,0.73,1.23,186.13,0.0,0.1,11,2019-05-07
24.55,0.44,1.17,195.5,0.0,0.19,6,2015-07-21
21.48,0.32,3.04,358.48,0.0,0.26,9,2017-09-01
27.86,0.28,0.67,333.77,0.0,0.09,38,2018-07-15
25.15,0.86,6.3,156.8,0.01,0.11,42,2018-04-15
-2.93,0.62,5.18,9.9,0.0,0.33,32,2018-03-15
12.87,0.79,0.72,70.96,0.0,0.22,27,2014-10-15
16.92,1.0,0.54,357.5,4.13,0.46,4,2015-03-15
-3.75,0.48,1.51,37.78,0.0,0.36,29,2018-11-15
12.74,0.11,2.26,16.01,0.0,0.03,1,2017-12-06
2.78,0.78,6.05,129.36,0.0,0.3,32,2016-10-15
7.67,0.87,1.53,195.2,0.04,0.42,20,2019-02-15
7.04,0.95,2.93,174.74,0.0,0.33,41,2015-01-15
12.97,0.29,2.79,23.77,0.0,0.04,35,2017-12-15
30.38,0.36,3.38,310.6,0.0,0.13,5,2018-07-15
18.07,0.86,1.11,298.9,0.0,0.04,10,2016-08-10
7.36,0.66,8.11,253.07,0.0,0.25,47,2013-03-15
19.15,0.21,0.19,280.2,0.0,0.11,8,2013-06-15
14.22,0.61,5.82,308.52,0.0,0.13,5,2017-06-11
19.6,0.34,1.53,72.25,0.0,0.16,48,2016-08-15
16.8,0.48,6.23,340.54,0.03,0.18,21,2017-09-05
15.7,0.73,1.91,265.71,0.02,0.09,19,2019-05-15
26.63,0.39,1.56,340.8,0.0,0.2,29,2015-08-22
7.96,0.72,2.44,316.72,0.0,0.19,26,2018-02-15
8.21,0.86,2.36,155.29,0.06,0.4,46,2018-03-15
17.25,0.63,2.66,92.27,0.0,0.27,40,2015-03-15
18.05,0.84,0.69,178.38,0.0,0.08,11,2018-09-12
12.2,0.8,3.25,63.96,0.0,0.13,19,2016-12-15
18.54,0.66,0.99,307.36,0.0,0.14,23,2016-08-13
17.46,0.69,1.96,123.95,0.0,0.17,40,2013-09-15
24.96,0.84,2.96,154.09,0.0,0.04,42,2015-04-15
22.25,0.37,3.81,309.4,0.0,0.11,5,2018-09-15
6.22,0.66,1.86,97.78,0.0,0.2,41,2017-11-15
17.31,0.44,1.8,26.31,0.0,0.12,24,2018-10-15
14.98,0.39,0.63,71.67,0.0,0.06,17,2014-04-15
19.91,0.52,2.09,196.19,0.0,0.13,23,2016-06-04
4.18,0.91,4.86,196.59,2.36,0.47,3,2016-01-15
19.9,0.44,1.86,110.89,0.0,0.14,40,2013-08-15
20.47,0.29,2.16,239.81,0.0,0.05,22,2016-08-15
14.47,0.73,2.55,182.42,0.11,0.09,43,2017-05-15
14.11,0.77,0.78,142.79,0.02,0.05,1,2018-11-08
15.2,0.89,2.11,226.18,0.0,0.14,26,2017-08-11
16.72,0.75,8.97,227.38,0.53,0.2,2,2018-07-28
16.48,0.54,1.08,66.13,0.0,0.18,48,2015-10-15
15.29,0.82,2.02,162.06,0.06,0.07,35,2016-05-15
9.27,0.84,1.48,69.38,0.0,0.23,17,2016-01-15
26.95,0.86,2.49,131.72,0.5,0.13,42,2013-08-17
18.52,0.77,5.48,258.5,0.01,0.27,2,2017-08-04
29.41,0.47,2.14,273.32,0.0,0.09,42,2017-05-28
12.66,0.36,4.2,329.52,0.0,0.15,33,2015-04-15
10.73,0.85,0.97,34.68,0.0,0.2,20,2016-03-15
18.53,0.56,4.08,283.27,0.0,0.22,21,2017-08-20
14.1,0.78,2.06,243.54,0.0,0.08,30,2019-05-15
13.57,0.65,2.88,85.26,0.0,0.29,32,2014-09-15
4.15,0.9,8.83,129.72,1.03,0.3,2,2018-12-15
-1.7,0.7,1.15,65.38,0.0,0.29,48,2013-12-15
6.06,0.58,0.77,121.12,0.0,0.12,36,2014-01-15
32.71,0.25,4.18,288.69,0.0,0.06,16,2018-07-06
6.02,0.61,2.51,40.99,0.0,0.16,20,2015-01-15
24.12,0.47,1.42,278.32,0.0,0.24,15,2019-06-02
31.5,0.29,3.6,231.76,0.0,0.06,17,2014-08-16
13.09,0.26,0.62,72.77,0.0,0.07,20,2016-11-15
1.04,0.73,1.62,131.11,0.0,0.34,46,2013-01-15
29.08,0.54,3.87,179.46,0.0,0.04,19,2013-08-16
21.42,0.74,1.04,299.92,0.22,0.44,4,2017-10-24
16.15,0.92,2.91,197.41,0.0,0.35,21,2018-06-15
11.96,0.35,3.03,325.11,0.0,0.07,8,2013-11-15
19.46,0.83,0.57,228.74,3.22,0.45,4,2017-04-15
10.24,0.73,0.73,330.34,0.0,0.28,9,2013-11-07
3.38,0.88,2.76,180.76,0.0,0.34,6,2017-11-15
27.48,0.25,1.88,289.93,0.0,0.12,15,2016-07-15
11.75,0.84,2.23,206.64,0.0,0.12,26,2018-05-21
20.93,0.4,2.95,259.21,0.0,0.13,36,2018-06-15
27.02,0.85,2.22,114.97,0.0,0.17,42,2013-09-15
13.08,0.88,1.44,248.1,0.0,0.04,26,2019-11-15
23.42,0.59,1.28,184.47,0.0,0.08,11,2016-08-04
35.9,0.15,0.89,141.72,0.0,0.11,8,2018-06-13
11.07,0.83,2.34,344.47,0.0,0.41,9,2016-02-15
11.23,0.98,1.66,250.54,0.0,0.27,12,2014-04-15
26.36,0.58,3.67,313.81,0.0,0.04,19,2015-08-15
14.76,0.64,2.95,171.84,0.0,0.13,46,2018-05-15
27.72,0.39,1.64,144.67,0.0,0.09,44,2019-07-15
15.55,0.19,3.65,9.6,0.0,0.03,11,2014-01-15
28.55,0.83,4.42,110.3,0.35,0.16,42,2017-07-12
6.41,0.71,7.52,234.17,0.0,0.31,2,2015-01-15
17.33,0.58,3.2,138.73,0.0,0.11,44,2018-07-04
19.61,0.77,3.73,280.34,0.03,0.24,2,2014-09-01
11.01,0.8,1.35,57.85,0.0,0.32,43,2014-12-15
15.55,0.62,1.43,82.01,0.0,0.24,39,2017-06-15
12.15,0.91,1.06,21.59,0.01,0.34,12,2018-12-15
14.84,0.9,8.82,221.27,0.28,0.29,2,2019-10-10
15.54,0.62,1.98,130.01,0.0,0.03,35,2019-10-27
13.75,0.67,0.98,243.4,0.05,0.45,9,2018-04-15
7.08,0.81,1.61,114.43,0.0,0.45,3,2017-11-15
12.7,0.79,1.08,158.19,0.0,0.14,38,2019-09-06
17.57,0.4,2.28,256.55,0.0,0.06,22,2015-06-15
29.86,0.29,0.8,15.12,0.0,0.09,20,2017-07-07
21.65,0.68,2.31,132.07,0.0,0.13,46,2017-09-12
34.94,0.22,4.55,205.94,0.0,0.13,41,2015-06-30
26.62,0.55,1.52,140.48,0.0,0.05,19,2017-06-15
6.1,0.77,3.05,64.9,0.0,0.4,3,2014-03-15
17.57,0.54,2.98,95.18,0.0,0.27,14,2015-03-15
24.77,0.39,1.99,144.76,0.0,0.04,44,2014-09-15
3.74,0.65,4.42,194.97,0.1,0.36,29,2014-03-15
23.89,0.39,3.88,157.3,0.0,0.12,8,2016-09-13
-5.04,0.81,7.15,242.72,0.0,0.33,21,2019-01-15
16.99,0.58,1.18,10.92,0.0,0.13,12,2016-09-25
20.96,0.54,1.74,98.74,0.0,0.16,40,2013-07-08
11.89,0.97,1.85,229.46,0.0,0.2,26,2014-04-15
20.36,0.09,0.32,334.45,0.0,0.07,20,2017-04-30
-2.27,0.62,0.88,38.3,0.0,0.19,38,2014-01-15
15.7,0.84,1.44,201.6,0.0,0.05,10,2013-06-15
27.4,0.33,2.9,296.93,0.0,0.12,5,2017-08-30
9.75,0.84,1.81,58.46,0.0,0.34,40,2014-03-15
7.44,0.9,1.77,59.51,0.0,0.31,12,2015-01-15
18.74,0.86,2.16,269.48,0.0,0.05,10,2013-07-06
23.54,0.38,3.1,281.98,0.0,0.13,36,2018-06-07
9.99,0.29,2.1,19.36,0.0,0.11,26,2014-01-15
17.99,0.51,1.4,52.41,0.0,0.19,39,2015-08-15
24.0,0.92,1.8,264.67,0.0,0.29,29,2018-09-03
5.57,0.67,1.8,25.01,0.0,0.19,23,2015-12-15
19.41,0.78,0.91,109.33,0.0,0.08,11,2017-06-18
16.42,0.66,1.97,115.23,0.0,0.2,14,2018-05-15
10.67,0.84,3.37,313.0,0.17,0.32,5,2018-03-15
18.55,0.63,3.2,308.04,0.0,0.17,5,2013-03-15
11.97,0.85,3.9,150.25,0.0,0.33,7,2013-07-15
21.82,0.97,0.95,347.11,0.19,0.32,28,2014-04-15
0.4,0.93,0.84,280.8,0.33,0.41,48,2019-12-15
13.64,0.9,2.51,344.69,0.0,0.09,18,2014-11-15
18.08,0.77,3.74,184.85,0.04,0.26,2,2017-08-14
17.92,0.77,2.36,225.33,0.0,0.08,26,2019-09-15
12.16,0.75,1.15,34.05,0.0,0.28,41,2015-10-15
20.43,0.73,1.03,80.87,0.0,0.08,11,2017-07-06
8.74,0.87,2.56,79.25,0.17,0.4,12,2019-01-15
17.79,0.82,2.42,215.06,0.0,0.1,30,2013-07-04
24.36,0.39,3.0,302.12,0.0,0.12,36,2014-08-15
35.55,0.22,2.89,281.35,0.0,0.12,5,2015-07-31
11.85,0.87,1.12,101.42,0.06,0.31,46,2018-12-15
24.27,0.26,3.72,185.38,0.0,0.1,38,2019-08-08
3.73,0.94,0.99,68.88,0.0,0.27,46,2017-12-15
10.17,0.82,1.83,110.39,0.0,0.15,40,2019-11-15
24.37,0.88,1.33,172.59,0.0,0.36,28,2013-09-15
12.29,0.59,0.25,58.52,0.0,0.17,0,2016-06-15
12.6,0.76,2.15,59.25,0.0,0.05,18,2013-10-15
9.69,0.94,1.68,313.55,0.0,0.36,46,2018-01-15
11.9,0.43,2.42,66.38,0.0,0.2,0,2014-06-05
29.57,0.15,2.24,186.91,0.0,0.16,14,2019-06-29
34.25,0.31,3.21,245.57,0.0,0.13,41,2018-07-10
15.9,0.76,3.04,157.86,0.11,0.18,22,2015-07-09
14.47,0.62,2.56,12.61,0.0,0.07,18,2013-12-16
10.47,0.94,1.58,329.36,0.0,0.09,18,2014-02-15
21.63,0.42,0.92,64.79,0.0,0.16,14,2017-07-10
9.98,0.63,2.43,80.67,0.0,0.41,3,2017-03-15
16.04,0.7,3.17,149.35,0.0,0.08,18,2015-03-15
28.04,0.82,3.69,185.47,0.15,0.18,42,2016-07-02
11.57,0.7,0.69,38.48,0.0,0.12,20,2014-03-15
6.6,0.73,1.68,33.37,0.0,0.39,40,2017-04-15
19.05,0.77,4.87,260.51,0.0,0.14,2,2017-07-07
9.81,0.86,2.93,315.79,0.12,0.37,24,2018-03-15
12.33,0.94,2.91,54.15,0.37,0.37,21,2014-06-15
-0.52,0.77,0.76,231.02,0.0,0.15,31,2014-12-15
4.11,0.7,1.66,192.36,0.0,0.39,38,2017-03-15
16.51,0.63,3.28,122.97,0.0,0.35,14,2018-04-15
16.04,0.79,0.82,121.2,0.0,0.04,17,2016-10-15
5.34,0.52,3.43,355.76,0.0,0.42,9,2014-01-15
5.27,0.68,2.2,357.01,0.0,0.42,9,2017-12-15
12.53,0.89,3.64,269.46,0.08,0.42,12,2016-01-15
10.2,0.84,1.66,241.09,0.0,0.14,30,2013-03-15
30.02,0.31,2.52,184.75,0.0,0.18,29,2016-08-09
-10.68,0.76,4.11,322.07,0.0,0.38,45,2014-02-15
17.44,0.69,1.77,274.51,0.02,0.21,7,2017-08-03
14.14,0.84,1.46,226.11,0.0,0.09,43,2018-05-15
24.63,0.32,0.35,100.31,0.0,0.18,14,2017-07-04
22.88,0.56,3.83,178.33,0.0,0.07,1,2018-06-23
18.85,0.71,1.92,184.69,0.0,0.17,44,2015-03-15
21.81,0.84,1.4,267.02,0.0,0.25,45,2017-08-02
19.98,0.68,0.39,135.45,0.0,0.07,17,2016-07-15
14.93,0.72,1.86,293.79,0.0,0.18,41,2017-04-15
12.44,0.92,2.69,317.13,0.0,0.05,18,2015-06-15
14.95,0.85,3.49,236.07,0.0,0.14,13,2016-08-15
16.53,0.96,2.6,313.37,0.0,0.1,37,2013-08-15
19.94,0.79,0.48,72.88,0.0,0.08,11,2017-08-10
7.18,0.71,1.15,324.49,0.0,0.37,8,2017-04-15
23.46,0.33,3.0,307.4,0.0,0.09,24,2013-08-15
4.47,0.72,0.63,16.65,0.0,0.38,8,2017-01-15
28.54,0.28,1.71,156.03,0.0,0.17,6,2017-06-25
17.19,0.6,0.32,317.3,0.01,0.39,9,2016-05-25
20.71,0.56,1.67,49.52,0.02,0.25,2,2013-08-07
16.18,0.47,2.44,306.39,0.0,0.14,24,2018-06-11
14.55,0.69,0.86,122.22,0.0,0.09,11,2019-05-03
25.33,0.67,1.99,248.59,0.0,0.12,47,2014-06-15
25.25,0.62,4.6,359.33,0.0,0.02,50,2014-07-15
10.75,0.9,1.13,211.95,0.5,0.16,23,2017-05-07
15.1,0.88,0.67,212.97,0.0,0.05,43,2019-11-15
15.42,0.68,2.98,245.01,0.0,0.08,30,2017-06-15
16.11,0.82,0.93,153.51,0.0,0.07,35,2019-05-15
18.16,0.57,5.03,336.98,0.0,0.22,44,2016-02-15
22.17,0.7,1.3,57.41,0.0,0.07,11,2017-07-07
9.02,0.26,0.87,284.92,0.0,0.03,25,2017-12-15
25.83,0.43,6.42,322.75,0.0,0.09,37,2019-07-27
3.7,0.74,1.16,346.21,0.0,0.17,36,2013-12-15
-8.55,0.55,4.61,305.6,0.0,0.33,29,2013-01-22
17.96,0.79,0.38,123.93,0.05,0.4,4,2015-08-02
15.29,0.81,1.35,265.08,0.0,0.08,11,2017-05-12
15.89,0.91,0.71,63.44,0.53,0.4,27,2019-03-15
-1.25,0.89,1.1,59.09,0.0,0.28,0,2013-12-15
8.4,0.88,2.45,109.89,0.01,0.36,5,2019-01-15
4.44,0.56,4.66,80.99,0.0,0.3,29,2018-04-15
22.07,0.95,1.21,347.77,0.0,0.36,28,2014-12-15
16.62,0.67,1.69,90.11,0.0,0.17,40,2015-06-18
22.93,0.68,5.74,5.25,0.01,0.03,50,2013-06-15
17.17,0.4,1.3,66.78,0.0,0.18,48,2016-07-15
19.09,0.71,0.61,161.95,0.0,0.06,35,2018-06-15
19.49,0.48,1.96,314.0,0.0,0.11,24,2016-09-15
1.3,0.58,1.08,252.59,0.0,0.04,31,2017-12-15
28.05,0.64,3.75,341.12,0.04,0.25,29,2018-08-30
14.89,0.82,3.66,188.11,0.0,0.33,13,2016-12-15
5.84,0.63,3.85,329.25,0.0,0.3,44,2015-12-15
10.95,0.7,0.57,295.37,0.0,0.39,33,2016-03-15
10.45,0.45,0.83,66.92,0.0,0.16,48,2016-09-15
17.43,0.84,1.46,312.47,0.0,0.05,10,2016-07-18
0.54,0.83,3.09,328.57,0.0,0.28,2,2013-01-15
10.87,0.79,2.45,298.67,0.0,0.19,38,2017-09-15
15.81,0.64,0.74,160.95,0.0,0.05,20,2016-10-15
27.07,0.46,9.01,296.75,0.0,0.04,19,2017-07-26
0.61,0.85,1.91,24.34,0.0,0.32,29,2017-11-15
26.6,0.42,0.35,38.88,0.0,0.15,41,2018-07-06
9.0,0.49,1.76,167.87,0.0,0.06,22,2016-09-11
25.28,0.89,1.1,174.48,0.56,0.38,28,2016-05-15
10.6,0.31,1.02,69.26,0.0,0.17,48,2014-06-15
14.86,0.82,5.71,242.32,0.0,0.1,42,2014-02-15
28.07,0.72,5.63,201.87,0.0,0.34,45,2014-07-01
24.1,0.24,1.09,167.7,0.0,0.06,22,2018-08-15
10.94,0.75,6.12,112.04,0.05,0.31,37,2019-01-15
-0.15,0.28,2.43,42.62,0.0,0.13,20,2013-01-15
10.92,0.8,4.58,169.57,1.14,0.43,46,2016-01-15
11.38,0.77,1.86,306.08,0.0,0.2,47,2013-12-15
21.65,0.35,1.34,213.44,0.0,0.07,20,2013-09-11
27.41,0.49,1.31,245.69,0.0,0.14,47,2015-09-15
15.34,0.91,0.19,352.98,0.03,0.32,27,2015-04-15
14.13,0.82,1.53,147.39,0.0,0.16,46,2013-03-15
10.24,0.51,1.0,335.82,0.07,0.22,6,2015-09-15
13.53,0.45,3.52,0.22,0.0,0.09,16,2014-03-15
12.67,0.66,1.91,252.21,0.0,0.17,47,2018-03-15
26.05,0.3,2.01,76.48,0.0,0.14,40,2019-08-15
20.13,0.83,0.87,169.39,0.0,0.07,43,2013-09-15
14.54,0.63,1.79,47.16,0.0,0.25,35,2018-01-15
13.54,0.74,2.2,16.56,0.0,0.16,2,2019-09-07
16.68,0.47,2.34,308.72,0.0,0.08,22,2019-06-15
5.0,0.83,0.92,74.48,0.0,0.12,36,2017-12-15
2.08,0.59,2.0,39.7,0.0,0.17,20,2015-12-15
-7.83,0.87,3.39,190.6,0.0,0.39,21,2017-03-15
18.96,0.21,2.65,19.75,0.0,0.05,1,2016-02-15
18.75,0.55,1.32,283.62,0.0,0.18,15,2019-04-15
22.97,0.46,3.76,319.31,0.0,0.19,21,2017-09-03
21.1,0.34,0.88,254.53,0.0,0.06,22,2019-08-02
8.58,0.15,2.75,46.77,0.0,0.04,20,2018-11-13
14.8,0.59,1.93,290.57,0.0,0.12,15,2019-11-15
31.04,0.16,0.55,152.97,0.0,0.0,25,2015-08-15
19.7,0.93,1.58,251.14,0.0,0.25,45,2017-08-02
16.14,0.48,1.28,86.08,0.0,0.06,11,2013-11-15
12.4,0.25,1.1,213.26,0.0,0.0,31,2017-03-15
12.99,0.53,1.34,319.79,0.0,0.15,15,2016-11-15
11.53,0.73,1.27,255.75,0.0,0.2,26,2013-03-15
19.34,0.17,1.35,290.99,0.0,0.0,25,2016-09-17
25.14,0.51,6.47,11.38,0.0,0.02,50,2016-09-15
18.43,0.34,0.99,33.9,0.0,0.17,6,2017-08-15
10.67,0.71,6.09,316.88,0.0,0.13,16,2019-12-15
7.34,0.6,3.37,52.2,0.0,0.17,23,2013-12-15
6.9,0.71,1.8,91.58,0.0,0.43,39,2014-12-15
4.83,0.91,2.34,219.73,0.44,0.45,39,2019-12-15
20.76,0.52,1.19,290.05,0.0,0.12,2,2018-07-25
6.03,0.87,2.5,347.64,0.0,0.3,30,2015-12-15
26.22,0.25,3.95,194.47,0.0,0.09,38,2019-08-07
35.02,0.29,2.92,271.6,0.0,0.04,19,2017-07-12
2.62,0.63,0.27,8.76,0.0,0.19,8,2013-12-15
17.09,0.44,3.52,105.6,0.0,0.32,39,2015-03-15
3.21,0.73,2.93,54.1,0.0,0.31,22,2015-02-15
4.12,0.92,0.97,313.62,0.0,0.39,8,2019-12-15
13.27,0.67,5.85,310.76,0.0,0.04,49,2013-11-15
8.15,0.72,0.72,216.74,0.0,0.3,0,2013-04-15
10.6,0.13,1.7,12.58,0.0,0.01,25,2015-04-15
21.56,0.61,0.95,28.2,0.04,0.23,2,2018-06-03
0.67,0.82,3.43,69.98,0.0,0.45,3,2017-01-15
3.38,0.71,1.97,353.97,0.0,0.39,38,2015-02-15
14.66,0.92,0.36,247.86,0.12,0.26,27,2019-01-15
24.96,0.51,1.5,75.22,0.0,0.03,35,2014-09-15
24.13,0.65,2.52,303.6,0.0,0.05,10,2016-07-21
27.38,0.22,0.73,311.05,0.0,0.13,5,2014-06-09
13.37,0.77,1.98,313.59,0.0,0.2,5,2014-11-15
36.09,0.1,3.43,292.31,0.0,0.13,24,2015-06-18
12.85,0.83,4.57,150.39,0.16,0.42,40,2016-12-15
10.48,0.82,5.61,133.32,0.55,0.22,2,2017-04-30
-19.35,0.79,6.55,186.15,0.0,0.31,7,2019-01-01
10.85,0.73,0.57,16.31,0.02,0.25,9,2019-11-15
1.4,0.92,1.3,28.53,0.0,0.22,46,2013-12-15
8.82,0.69,2.22,318.51,0.12,0.32,32,2015-05-15
20.24,0.71,3.36,318.6,0.01,0.17,32,2013-07-15
6.86,0.19,1.97,349.43,0.0,0.01,25,2013-02-24
10.67,0.89,4.18,301.36,0.01,0.04,49,2017-05-15
6.81,0.8,5.27,46.45,0.01,0.29,2,2019-04-09
17.09,0.48,1.44,342.33,0.0,0.24,9,2018-07-08
5.09,0.83,4.03,117.4,0.3,0.34,21,2016-03-15
15.43,0.88,1.55,324.28,0.0,0.13,23,2017-07-20
23.71,0.88,5.8,194.66,0.0,0.1,42,2013-12-15
10.43,0.51,2.68,23.45,0.0,0.07,16,2013-12-15
8.22,0.54,1.65,56.85,0.0,0.13,0,2019-11-15
12.41,0.86,1.47,347.48,0.0,0.05,49,2015-01-15
25.97,0.88,3.2,249.3,0.0,0.18,42,2013-06-15
14.61,0.87,0.56,74.3,0.0,0.06,35,2014-11-15
-2.21,0.6,1.93,75.73,0.0,0.37,38,2019-03-15
20.42,0.49,0.97,260.91,0.0,0.12,26,2018-06-30
6.82,0.67,2.95,48.84,0.0,0.33,0,2014-03-15
22.03,0.21,1.67,153.89,0.0,0.11,44,2014-06-15
14.36,0.75,3.08,233.87,0.0,0.13,13,2019-05-15
18.25,0.82,0.5,31.37,0.0,0.08,11,2014-07-11
25.55,0.54,1.07,214.53,0.0,0.18,2,2017-06-18
13.85,0.43,2.53,356.73,0.0,0.26,9,2014-05-14
33.93,0.1,1.11,179.6,0.0,0.0,25,2016-08-15
11.57,0.84,2.48,43.31,0.0,0.27,14,2015-10-02
23.43,0.28,0.78,114.02,0.0,0.1,20,2015-06-17
13.17,0.69,0.19,151.16,0.0,0.05,1,2019-04-15
20.1,0.62,1.95,221.19,0.0,0.08,30,2019-08-21
14.46,0.88,4.24,183.57,0.02,0.36,26,2016-12-15
10.27,0.76,1.29,13.52,0.0,0.26,11,2017-02-15
13.95,0.9,0.68,56.15,0.0,0.24,5,2015-02-15
27.51,0.12,4.31,7.41,0.0,0.09,26,2017-10-08
11.45,0.78,6.55,322.55,0.0,0.12,37,2013-05-15
20.45,0.85,1.71,292.28,2.63,0.45,4,2019-10-31
11.9,0.76,4.57,314.09,0.0,0.06,18,2013-11-15
30.27,0.3,3.27,202.49,0.0,0.05,1,2015-07-17
27.31,0.84,3.05,220.98,0.02,0.16,42,2017-07-17
16.13,0.83,3.51,237.13,0.01,0.09,30,2015-09-15
24.48,0.38,0.86,86.44,0.0,0.05,35,2015-08-15
2.83,0.73,1.79,340.76,0.04,0.23,6,2013-04-15
5.12,0.88,4.87,117.51,0.01,0.32,32,2014-11-15
-9.23,0.63,1.82,272.59,0.0,0.33,29,2017-12-15
5.57,0.76,2.07,333.79,0.0,0.13,22,2017-05-15
20.92,0.47,1.09,103.5,0.0,0.06,17,2018-09-15
4.0,0.7,3.23,54.36,0.0,0.4,14,2017-01-15
1.44,0.78,3.26,332.71,0.0,0.35,29,2014-12-15
28.36,0.19,1.01,140.05,0.0,0.0,25,2017-08-15
11.81,0.8,3.04,226.65,0.0,0.12,13,2017-05-15
14.16,0.6,1.73,184.69,0.0,0.12,33,2017-05-15
8.33,0.89,1.61,154.86,0.35,0.43,8,2016-01-15
11.83,0.86,2.8,167.84,0.0,0.09,18,2015-11-15
4.91,0.62,0.36,355.12,0.0,0.28,24,2015-12-15
6.1,0.57,0.78,349.96,0.0,0.1,16,2013-01-15
20.96,0.55,3.36,139.46,0.0,0.14,44,2015-06-15
22.82,0.46,1.0,308.21,0.0,0.13,5,2017-08-26
6.12,0.47,2.87,46.85,0.0,0.31,39,2015-04-15
14.15,0.12,2.1,11.16,0.0,0.0,25,2018-10-15
25.35,0.3,0.8,336.32,0.0,0.11,8,2016-07-01
15.33,0.92,2.44,150.98,0.05,0.4,40,2016-10-15
22.95,0.87,0.33,235.82,0.04,0.37,28,2019-06-15
19.84,0.61,0.14,198.51,0.0,0.19,34,2018-05-29
22.08,0.16,2.15,40.03,0.0,0.06,20,2018-07-06
11.12,0.83,4.79,313.86,0.01,0.09,18,2017-04-24
9.51,0.62,3.08,68.38,0.0,0.39,3,2019-09-20
11.44,0.8,1.38,335.26,0.0,0.3,1,2019-12-15
23.74,0.91,0.61,222.11,0.03,0.39,28,2016-09-15
15.89,0.68,2.74,247.27,0.0,0.22,47,2014-04-15
18.3,0.75,2.61,295.69,0.0,0.05,10,2018-06-03
-1.44,0.63,3.46,58.75,0.0,0.43,39,2015-12-15
6.68,0.76,1.2,353.29,0.0,0.37,39,2016-04-15
23.04,0.16,1.58,11.08,0.0,0.07,20,2013-04-20
8.16,1.0,1.63,167.0,0.0,0.33,7,2013-08-10
-7.78,0.78,5.9,171.96,0.0,0.32,32,2018-01-15
15.98,0.54,0.93,233.87,0.0,0.09,38,2013-09-15
14.41,0.66,1.82,243.81,0.0,0.11,26,2016-10-10
12.98,0.47,1.02,287.35,0.0,0.21,2,2013-05-25
0.56,0.7,1.92,141.06,0.07,0.35,6,2015-01-15
12.84,0.74,1.96,19.43,0.0,0.08,10,2015-01-15
15.8,0.69,0.23,163.84,0.02,0.22,47,2019-05-15
23.97,0.33,1.66,347.0,0.0,0.11,24,2019-09-15
12.91,0.87,0.89,315.5,0.0,0.06,18,2018-09-13
22.31,0.41,1.17,306.37,0.0,0.06,16,2019-09-09
15.68,0.92,0.42,331.72,0.74,0.45,4,2013-10-15
-3.26,0.4,4.88,137.42,0.01,0.34,7,2014-04-15
20.29,0.79,1.21,291.02,0.05,0.43,4,2015-08-14
15.79,0.77,1.53,351.5,0.0,0.05,18,2015-09-19
22.94,0.21,1.32,305.66,0.0,0.13,5,2014-05-15
14.77,0.57,4.75,321.34,0.05,0.06,16,2016-09-22
14.42,0.66,3.03,287.55,0.0,0.14,36,2018-05-20
14.71,0.87,1.27,138.75,0.0,0.07,11,2013-05-15
15.7,0.77,2.84,232.76,0.0,0.1,26,2015-09-15
10.21,0.76,4.39,257.49,0.0,0.09,30,2013-04-15
7.43,0.85,1.93,247.34,0.0,0.15,13,2018-02-15
4.49,0.51,0.57,243.78,0.0,0.06,25,2016-01-15
14.6,0.86,0.78,68.1,0.02,0.3,27,2019-04-15
6.91,0.38,4.27,62.03,0.0,0.24,0,2014-01-15
